纬度,经度,名称,数量
40.0032,-75.2947,Montgomery,0
41.2652,-75.8875,Luzerne,0
40.8997,-75.318,Monroe,0
40.976,-76.4797,Columbia,0
40.838,-79.6349,Armstrong,0
39.7826,-75.8755,Chester,0
40.2794,-75.6402,Montgomery,0
40.4536,-79.0324,Indiana,0
40.7816,-75.1912,Northampton,0
41.8176,-79.8364,Crawford,214
40.0061,-76.1242,Lancaster,0
41.7048,-76.5069,Bradford,0
40.4342,-80.2706,Allegheny,0
40.8675,-75.2535,Northampton,0
40.5856,-79.8287,Allegheny,0
40.5834,-80.2598,Beaver,0
40.8356,-80.3213,Beaver,0
40.4182,-78.4612,Blair,0
41.1205,-76.5253,Columbia,0
40.0651,-77.8294,Franklin,0
40.9052,-76.1225,Schuylkill,0
40.1604,-75.409,Montgomery,0
41.6273,-79.6699,Crawford,0
41.6003,-76.4446,Bradford,0
40.942,-75.821,Carbon,0
40.8783,-76.4034,Columbia,0
40.1739,-80.2465,Washington,0
39.8983,-80.1855,Greene,0
40.1157,-75.6935,Chester,0
40.2327,-75.9762,Berks,0
40.6322,-78.8931,Indiana,0
40.0076,-75.7019,Chester,0
40.5601,-78.5472,Cambria,0
39.9473,-75.9754,Chester,0
40.5695,-79.8637,Allegheny,0
40.9002,-77.1564,Union,114
40.3813,-80.3926,Washington,0
40.3912,-75.9509,Berks,0
40.8615,-79.8962,Butler,0
40.0077,-75.2635,Montgomery,0
40.0771,-75.1268,Montgomery,0
40.4432,-78.8325,Cambria,0
40.5128,-79.5231,Westmoreland,0
40.7211,-76.1903,Schuylkill,0
40.3937,-79.9004,Allegheny,0
40.4848,-79.448,Indiana,0
41.3537,-76.5541,Sullivan,0
40.5327,-76.9594,Dauphin,0
40.3385,-76.477,Lebanon,0
40.2917,-79.5184,Westmoreland,0
40.5085,-78.6348,Cambria,0
40.0815,-75.6419,Chester,0
40.1825,-75.1387,Montgomery,0
40.1745,-80.2325,Washington,0
40.7959,-76.4121,Northumberland,0
41.8381,-76.1776,Bradford,0
40.9862,-75.9702,Luzerne,0
41.8459,-76.5019,Bradford,0
40.3701,-80.2323,Washington,0
40.7509,-79.5514,Armstrong,0
40.9042,-77.4513,Centre,0
40.6073,-76.7157,Dauphin,0
40.509,-75.6001,Lehigh,0
40.3317,-75.9703,Berks,0
40.5898,-80.1738,Allegheny,0
41.3295,-75.7998,Luzerne,0
40.1999,-77.2042,Cumberland,0
40.9865,-76.635,Montour,11
41.0523,-76.6749,Montour,0
40.6308,-75.4835,Lehigh,0
40.2921,-75.8486,Berks,0
40.2449,-79.2375,Westmoreland,0
39.8674,-75.378,Delaware,0
40.2336,-76.2615,Lancaster,0
39.805,-79.9406,Greene,0
41.0484,-77.946,Centre,0
41.3537,-75.7758,Luzerne,0
41.0955,-80.4953,Lawrence,0
40.1287,-74.8343,Bucks,0
39.7484,-75.9208,Chester,0
40.1034,-79.5899,Westmoreland,0
41.0347,-75.8221,Luzerne,0
40.114,-75.071,Montgomery,0
40.4002,-80.1397,Allegheny,0
41.4153,-75.6072,Lackawanna,0
39.9114,-77.5651,Franklin,0
39.8461,-79.6143,Fayette,0
40.7238,-77.9432,Centre,0
41.907,-79.7465,Erie,0
40.6674,-80.2411,Beaver,0
40.2989,-78.943,Cambria,0
40.1532,-76.2473,Lancaster,0
40.8415,-76.0738,Schuylkill,0
40.2115,-77.006,Cumberland,0
40.5084,-78.401,Blair,0
41.8678,-77.5253,Tioga,0
40.8601,-76.169,Schuylkill,0
40.6865,-75.4902,Northampton,0
40.2385,-80.2257,Washington,0
40.0509,-75.4044,Chester,0
40.0396,-75.4439,Chester,0
41.9515,-76.5186,Bradford,0
40.6764,-78.246,Blair,0
41.9259,-79.6358,Erie,0
40.2187,-79.9687,Washington,0
40.3915,-80.0923,Allegheny,0
41.5077,-75.5453,Lackawanna,0
40.6417,-80.4994,Beaver,0
41.3584,-75.7027,Lackawanna,0
41.9868,-76.9396,Tioga,0
40.812,-77.8161,Centre,0
40.5884,-76.553,Schuylkill,0
41.0155,-79.7432,Butler,0
40.536,-75.5852,Lehigh,0
40.6829,-79.6837,Armstrong,0
40.2529,-80.0017,Washington,0
40.3872,-75.7844,Berks,0
40.6495,-77.4522,Mifflin,0
41.5951,-77.2922,Tioga,0
40.9652,-76.853,Northumberland,0
40.1034,-74.8523,Bucks,0
40.1304,-75.428,Montgomery,0
40.7811,-76.3451,Schuylkill,0
40.8,-77.9081,Centre,0
40.0199,-77.2034,Adams,0
40.5855,-77.5782,Mifflin,0
40.7784,-76.3736,Columbia,0
40.8863,-80.3393,Lawrence,0
40.3476,-78.886,Cambria,0
40.9063,-77.8767,Centre,0
39.9687,-76.6759,York,0
40.9216,-75.0985,Northampton,0
41.7707,-76.4472,Bradford,0
40.4345,-80.0842,Allegheny,0
41.9394,-79.1393,Warren,0
40.4627,-78.2044,Blair,0
40.4007,-79.8864,Allegheny,0
41.0343,-78.0066,Centre,0
41.2843,-75.8689,Luzerne,0
39.9891,-76.0214,Lancaster,0
39.8094,-79.3552,Somerset,0
40.748,-75.2913,Northampton,0
40.9947,-77.5521,Centre,0
40.1103,-77.0335,York,0
41.0031,-78.1113,Clearfield,0
39.8087,-75.878,Chester,0
40.2111,-79.185,Westmoreland,0
39.9129,-75.6316,Chester,0
40.3595,-80.385,Washington,0
40.5165,-75.5545,Lehigh,0
41.8433,-79.1445,Warren,0
39.8643,-79.0619,Somerset,0
41.3838,-79.3202,Clarion,0
40.2432,-80.4253,Washington,0
40.8588,-76.8939,Snyder,0
40.354,-79.5217,Westmoreland,0
40.6969,-76.1666,Schuylkill,0
39.9219,-77.9073,Franklin,0
41.0424,-76.8763,Union,0
40.2117,-78.0062,Huntingdon,0
39.8957,-76.1617,Lancaster,0
40.2927,-79.9329,Allegheny,0
40.8133,-78.792,Clearfield,0
40.3241,-76.0235,Berks,0
40.7544,-75.6114,Lehigh,0
40.4018,-79.8688,Allegheny,0
39.9103,-79.6628,Fayette,0
41.6269,-75.7863,Wyoming,0
40.1001,-80.0656,Washington,0
41.0519,-76.2115,Luzerne,0
39.846,-77.359,Adams,0
40.5071,-79.1689,Indiana,0
40.2456,-79.6748,Westmoreland,0
41.5192,-80.047,Crawford,0
40.3732,-79.8501,Allegheny,0
41.2975,-75.8799,Luzerne,0
40.0856,-75.1941,Montgomery,0
40.3959,-80.1303,Allegheny,0
39.7773,-75.7713,Chester,0
40.5742,-76.6773,Dauphin,0
40.3376,-75.9797,Berks,0
40.7314,-77.8885,Centre,0
40.6362,-76.4059,Schuylkill,0
41.6266,-80.1695,Crawford,0
41.3306,-75.9735,Luzerne,0
39.9697,-77.5844,Franklin,0
39.7891,-77.3698,Adams,0
40.1873,-74.8188,Bucks,0
40.3277,-79.6139,Westmoreland,0
40.5462,-80.2401,Allegheny,0
39.8404,-77.5557,Franklin,0
40.6868,-77.114,Juniata,0
40.132,-79.8643,Westmoreland,0
40.2697,-76.1218,Lancaster,0
40.721,-76.2667,Schuylkill,0
40.15,-79.9083,Washington,0
40.1207,-75.118,Montgomery,0
40.2969,-76.2938,Lebanon,0
40.3526,-76.375,Lebanon,0
40.2223,-76.9559,Cumberland,0
40.3145,-78.6922,Cambria,0
39.932,-77.9958,Fulton,75
40.4074,-79.9097,Allegheny,0
40.6823,-76.0196,Schuylkill,0
39.788,-76.9906,York,0
39.9,-80.2006,Greene,0
39.8864,-75.2964,Delaware,0
39.7255,-77.4691,Franklin,0
41.9207,-78.0205,Potter,21
40.6473,-79.4109,Armstrong,0
40.6059,-77.721,Mifflin,0
41.4487,-79.6765,Venango,0
40.3863,-75.1429,Bucks,0
41.1174,-80.3323,Lawrence,0
39.9408,-75.276,Delaware,0
40.0128,-80.1121,Washington,0
41.2441,-79.431,Clarion,0
40.4979,-76.2197,Berks,0
40.5686,-77.4047,Juniata,0
40.1777,-74.9212,Bucks,0
40.0915,-76.6581,Lancaster,0
41.0954,-75.3249,Monroe,0
40.1872,-76.7273,Dauphin,0
40.2618,-75.81,Berks,0
40.1495,-75.1178,Montgomery,0
40.1489,-75.3995,Montgomery,0
41.2773,-75.8312,Luzerne,0
40.2258,-76.8254,Dauphin,0
40.5818,-76.0267,Schuylkill,0
41.4382,-75.5926,Lackawanna,0
41.2529,-79.4633,Clarion,0
40.6322,-79.9684,Allegheny,0
40.8657,-77.4634,Centre,0
41.9617,-75.7471,Susquehanna,0
41.4045,-75.183,Pike,177
40.7802,-80.3387,Beaver,0
40.2659,-76.4077,Lebanon,0
41.4606,-75.8488,Wyoming,0
40.6001,-80.2248,Beaver,0
40.4726,-75.3212,Bucks,0
40.0812,-79.8815,Washington,0
40.2083,-75.0733,Bucks,0
40.8673,-77.7438,Centre,0
40.6338,-79.617,Westmoreland,0
40.5789,-79.7653,Westmoreland,0
40.4263,-78.4303,Blair,0
40.6861,-76.1699,Schuylkill,0
40.3262,-79.8861,Allegheny,0
40.3342,-79.4781,Westmoreland,0
40.9956,-80.3458,Lawrence,0
40.3336,-80.0842,Allegheny,0
40.6693,-75.6116,Lehigh,0
40.1073,-80.0214,Washington,0
40.5994,-79.5748,Westmoreland,0
40.5832,-75.6327,Lehigh,0
41.7541,-80.0846,Crawford,0
40.4688,-80.063,Allegheny,0
40.835,-75.2226,Northampton,0
40.0301,-75.5847,Chester,0
39.8996,-75.292,Delaware,0
41.6797,-80.0397,Crawford,0
40.8781,-75.2202,Northampton,0
39.9664,-79.8768,Fayette,0
39.749,-75.8241,Chester,0
40.622,-79.1552,Indiana,0
40.1715,-75.7269,Chester,0
39.9809,-75.3085,Delaware,0
40.5746,-80.2363,Beaver,0
40.0347,-76.4943,Lancaster,0
39.786,-76.9685,York,0
40.505,-79.8419,Allegheny,0
40.1318,-76.7044,Lancaster,0
40.4104,-80.5067,Washington,0
40.4454,-75.753,Berks,0
40.0746,-75.5352,Chester,0
40.6265,-80.0559,Allegheny,0
40.6858,-75.2209,Northampton,0
40.2999,-75.9345,Berks,0
40.1242,-79.8434,Fayette,0
40.8047,-76.3439,Columbia,0
40.5024,-79.7496,Allegheny,0
39.8948,-75.3853,Delaware,0
40.2737,-79.875,Allegheny,0
40.1537,-74.853,Bucks,0
41.2472,-76.9184,Lycoming,0
40.8442,-79.894,Butler,0
40.5942,-79.9701,Allegheny,0
41.8071,-78.4435,McKean,0
41.0907,-79.6846,Armstrong,0
40.8547,-76.8231,Snyder,0
40.6925,-76.8948,Snyder,0
40.4442,-80.1467,Allegheny,0
40.4476,-75.5508,Berks,0
41.1273,-77.4703,Clinton,0
40.2296,-75.1388,Bucks,0
41.8992,-78.5388,McKean,0
40.3126,-75.8662,Berks,0
41.7817,-76.6056,Bradford,0
40.4916,-76.1844,Berks,0
40.2782,-79.5473,Westmoreland,0
41.9179,-76.0477,Susquehanna,0
40.5399,-80.1793,Allegheny,0
40.1007,-79.8392,Fayette,0
41.701,-79.0298,Warren,0
40.8003,-76.9709,Snyder,0
40.2644,-75.6093,Montgomery,0
40.2508,-75.6445,Montgomery,0
40.0094,-77.1158,Adams,0
39.9079,-75.4102,Delaware,0
40.2798,-79.3659,Westmoreland,0
40.7394,-80.038,Butler,0
40.2909,-76.6816,Dauphin,0
40.3847,-79.7575,Westmoreland,0
40.2871,-75.9869,Berks,0
40.2771,-75.2988,Montgomery,0
40.7833,-76.2329,Schuylkill,0
40.3691,-79.9668,Allegheny,0
40.3631,-80.4137,Washington,0
40.5726,-79.6437,Westmoreland,0
40.0132,-75.2944,Montgomery,0
41.3862,-77.0569,Lycoming,0
40.4245,-79.6645,Westmoreland,0
41.1955,-79.9822,Venango,0
39.9037,-76.7913,York,0
40.8746,-78.7276,Clearfield,0
40.2099,-80.1263,Washington,0
40.3286,-75.8897,Berks,0
39.7987,-75.7272,Chester,0
40.0446,-78.8603,Somerset,0
41.9512,-76.7944,Bradford,0
39.9651,-76.7315,York,0
40.3656,-77.3444,Perry,0
40.0951,-75.6169,Chester,0
40.1104,-77.6619,Franklin,0
41.2915,-78.5022,Elk,0
40.3194,-78.9524,Cambria,0
40.5964,-77.573,Mifflin,0
40.7625,-76.9408,Snyder,0
39.9867,-75.2715,Montgomery,0
41.5565,-77.3791,Tioga,0
40.0962,-75.3821,Montgomery,0
41.3219,-80.2581,Mercer,0
40.3809,-80.3532,Washington,0
40.3412,-76.4228,Lebanon,0
40.2806,-76.6458,Dauphin,0
40.7279,-75.3919,Northampton,0
41.8638,-76.9575,Tioga,0
41.4108,-79.7047,Venango,0
40.0618,-75.1318,Montgomery,0
40.7104,-76.8515,Northumberland,0
40.3787,-80.1478,Allegheny,0
39.9198,-75.3888,Delaware,0
40.5032,-75.7023,Berks,0
40.2012,-77.2833,Cumberland,0
40.1983,-80.3028,Washington,0
40.6155,-80.2548,Beaver,0
40.418,-79.8629,Allegheny,0
41.0277,-77.9499,Centre,0
40.7522,-77.1693,Snyder,0
39.9315,-77.6556,Franklin,0
41.8524,-79.3167,Warren,0
41.1163,-79.188,Jefferson,0
40.7693,-79.5327,Armstrong,0
41.0044,-79.3283,Clarion,0
39.971,-76.5214,York,0
40.1591,-76.0506,Lancaster,0
40.6531,-75.4643,Lehigh,0
39.9301,-75.7344,Chester,0
40.7638,-76.0601,Schuylkill,0
41.158,-75.9773,Luzerne,0
40.4129,-76.4807,Lebanon,0
41.3136,-74.9638,Pike,0
40.3358,-76.0048,Berks,0
40.1504,-78.9132,Somerset,0
39.9929,-76.6428,York,0
40.6396,-80.2228,Beaver,0
40.706,-80.3002,Beaver,0
39.9116,-75.3267,Delaware,0
41.4913,-78.6791,Elk,0
40.3323,-75.6376,Berks,0
40.7736,-78.55,Clearfield,0
40.5711,-79.7521,Westmoreland,0
41.4704,-79.6847,Venango,0
40.6028,-78.7447,Cambria,0
41.3058,-75.8416,Luzerne,0
39.9659,-75.5455,Chester,0
40.1151,-79.8389,Fayette,0
40.2545,-79.7537,Westmoreland,0
40.1318,-75.4596,Montgomery,0
41.5287,-75.7033,Lackawanna,0
41.4269,-78.7297,Elk,0
40.4442,-79.8733,Allegheny,0
40.1599,-78.2319,Bedford,0
40.3429,-76.3794,Lebanon,0
41.9736,-75.7459,Susquehanna,0
40.156,-78.5108,Bedford,0
40.7195,-79.7556,Butler,0
41.8575,-76.3414,Bradford,0
41.2614,-75.9071,Luzerne,0
40.7502,-76.3399,Schuylkill,0
40.1876,-79.8489,Westmoreland,0
41.6512,-79.7246,Crawford,0
40.5058,-80.0814,Allegheny,0
41.9934,-79.5014,Warren,0
40.2318,-76.8191,Dauphin,0
40.2453,-76.1765,Lancaster,0
41.0859,-79.8334,Butler,0
40.5112,-80.0965,Allegheny,0
41.8018,-80.0597,Crawford,0
40.1318,-75.1377,Montgomery,0
40.4441,-76.4377,Lebanon,0
40.2112,-78.2,Huntingdon,0
40.5726,-78.0507,Huntingdon,0
40.2716,-79.8872,Allegheny,0
40.3704,-78.6691,Cambria,0
41.0566,-75.7801,Luzerne,0
41.3314,-77.7498,Clinton,0
41.2398,-77.0371,Lycoming,0
40.1357,-76.8609,York,0
41.7758,-78.016,Potter,0
40.2361,-79.8015,Westmoreland,0
41.0007,-75.4476,Monroe,0
40.076,-77.0296,York,0
40.9141,-77.7683,Centre,0
40.1148,-75.1801,Montgomery,0
41.9177,-77.5403,Tioga,0
40.686,-76.2422,Schuylkill,0
40.061,-79.766,Fayette,0
40.3876,-78.717,Cambria,0
40.4309,-79.5456,Westmoreland,0
40.8616,-77.9426,Centre,0
41.231,-80.4412,Mercer,0
40.564,-80.2714,Beaver,0
40.3537,-79.4967,Westmoreland,0
40.2136,-78.9809,Somerset,0
42.1167,-80.0731,Erie,0
40.3972,-75.8546,Berks,0
40.1537,-79.7421,Westmoreland,0
41.3433,-80.4033,Mercer,0
39.9946,-79.5807,Fayette,0
39.8092,-77.1857,Adams,0
40.9202,-77.0463,Union,0
40.244,-75.3407,Montgomery,0
41.0621,-75.7595,Carbon,0
41.2773,-75.9014,Luzerne,0
39.7455,-77.5436,Franklin,0
40.8815,-77.2024,Union,0
41.1484,-77.4202,Clinton,0
40.2935,-78.7178,Cambria,0
40.9228,-78.2041,Clearfield,0
39.7312,-76.4521,York,0
40.6041,-79.7601,Allegheny,0
40.1265,-79.465,Fayette,0
41.2113,-80.497,Mercer,0
40.0485,-77.5227,Cumberland,0
40.9946,-75.5828,Carbon,0
41.0744,-80.4491,Lawrence,0
40.8902,-78.2293,Clearfield,0
40.5391,-79.9735,Allegheny,0
40.2518,-77.7003,Franklin,0
40.2141,-76.1605,Lancaster,0
40.1567,-76.7947,York,0
40.3007,-80.1582,Washington,0
40.607,-76.2291,Schuylkill,0
40.2701,-76.0192,Berks,0
39.9598,-77.2484,Adams,0
41.0723,-76.8188,Northumberland,0
40.0076,-75.134,Philadelphia,9156
40.4207,-79.8858,Allegheny,0
39.995,-75.7843,Chester,0
40.9615,-76.612,Montour,0
40.6553,-79.9726,Allegheny,0
40.6577,-75.261,Northampton,0
41.192,-75.2513,Monroe,0
40.4715,-79.1884,Indiana,0
40.4449,-80.0684,Allegheny,0
39.8785,-75.3251,Delaware,0
40.1566,-80.3869,Washington,0
40.8559,-80.4564,Lawrence,0
39.9432,-75.4694,Delaware,0
40.3544,-79.6506,Westmoreland,0
40.8033,-75.9344,Schuylkill,0
41.7701,-76.7372,Bradford,0
39.9853,-79.8732,Fayette,0
41.0007,-75.968,Luzerne,0
40.5782,-78.6102,Cambria,0
40.7783,-77.7733,Centre,0
39.8244,-75.4032,Delaware,0
40.1542,-76.7515,York,0
41.1779,-74.9584,Pike,0
40.332,-80.256,Washington,0
40.9426,-76.1401,Luzerne,0
41.6791,-79.8801,Crawford,0
40.2139,-79.6864,Westmoreland,0
40.7355,-80.3091,Beaver,0
40.2656,-76.7128,Dauphin,0
40.1153,-80.3049,Washington,0
40.7154,-78.939,Indiana,0
40.4023,-79.8533,Allegheny,0
40.1811,-76.1812,Lancaster,0
40.0791,-76.5791,Lancaster,0
40.199,-79.5209,Westmoreland,0
40.0033,-76.8484,York,0
39.9495,-75.3039,Delaware,0
40.5562,-79.8054,Allegheny,0
40.8289,-79.5452,Armstrong,0
40.3337,-75.947,Berks,0
40.1701,-79.9078,Washington,0
40.873,-76.6722,Northumberland,0
40.2411,-77.8996,Huntingdon,0
40.3737,-80.1178,Allegheny,0
40.7023,-80.0828,Butler,0
41.7255,-78.6444,McKean,0
40.1178,-80.0044,Washington,0
40.3687,-80.2912,Washington,0
41.4225,-76.0599,Wyoming,0
40.3384,-75.8781,Berks,0
40.5839,-76.5314,Schuylkill,0
39.8774,-75.3445,Delaware,0
39.8924,-75.3286,Delaware,0
40.296,-78.7599,Cambria,0
40.0614,-76.7194,York,0
41.5154,-75.0257,Pike,0
40.8216,-75.9865,Schuylkill,0
40.6009,-78.3343,Blair,0
40.8263,-79.9152,Butler,0
40.8631,-77.0563,Snyder,0
40.6872,-80.4783,Beaver,0
40.3779,-76.6464,Dauphin,0
40.8019,-75.6611,Carbon,0
40.5901,-79.9476,Allegheny,0
39.9665,-75.5894,Chester,0
40.1598,-79.9731,Washington,0
40.7303,-80.2959,Beaver,0
41.2016,-79.8748,Venango,0
40.6381,-77.273,Juniata,0
41.2984,-76.3689,Columbia,0
40.8484,-75.2917,Northampton,0
40.8306,-75.7165,Carbon,0
40.154,-76.3044,Lancaster,0
40.1671,-75.2899,Montgomery,0
39.9215,-78.9509,Somerset,0
39.9357,-80.0752,Greene,0
39.8773,-79.7017,Fayette,0
40.3184,-79.7184,Westmoreland,0
41.4622,-75.5478,Lackawanna,0
40.8959,-76.7938,Northumberland,0
40.2068,-75.0996,Bucks,0
39.9004,-75.6258,Chester,0
41.2595,-80.4813,Mercer,0
40.1847,-75.2267,Montgomery,0
40.6029,-75.3961,Lehigh,0
40.5598,-80.2242,Allegheny,0
40.1431,-79.0428,Somerset,0
40.4661,-78.3916,Blair,0
41.2469,-78.7929,Jefferson,0
41.663,-78.8096,McKean,0
40.5384,-79.645,Westmoreland,0
41.0003,-75.5058,Carbon,0
40.9993,-78.1681,Clearfield,0
40.2456,-76.4717,Lebanon,0
41.6623,-77.1222,Tioga,0
40.1884,-75.0841,Bucks,0
41.283,-80.1831,Mercer,0
40.5135,-76.1017,Berks,0
41.3157,-75.0515,Pike,0
41.1751,-77.5125,Clinton,0
41.4765,-75.1779,Wayne,0
40.9504,-75.9724,Luzerne,0
40.9461,-76.6461,Northumberland,0
40.3664,-80.0194,Allegheny,0
40.2016,-74.9706,Bucks,0
40.2722,-79.8952,Allegheny,0
39.9234,-77.2999,Adams,0
41.0112,-80.3793,Lawrence,0
40.7812,-78.8525,Indiana,0
41.5165,-75.7257,Lackawanna,0
40.3955,-80.202,Allegheny,0
40.4914,-78.7636,Cambria,0
40.5272,-79.4694,Westmoreland,0
40.0257,-75.3238,Montgomery,0
40.573,-79.9603,Allegheny,0
40.5686,-76.3937,Schuylkill,0
40.7881,-79.5205,Armstrong,0
40.723,-77.0214,Snyder,0
40.2599,-74.9561,Bucks,0
41.0746,-77.5852,Clinton,0
40.9646,-78.6114,Clearfield,0
40.3494,-75.8641,Berks,0
40.7648,-79.7664,Butler,0
40.3722,-76.3055,Lebanon,0
41.2639,-75.9326,Luzerne,0
41.2265,-80.2358,Mercer,0
40.3212,-80.2187,Washington,0
41.6521,-75.4691,Susquehanna,0
40.0221,-79.8228,Fayette,0
40.9747,-80.3457,Lawrence,0
40.6767,-79.9881,Butler,0
40.7195,-76.3797,Schuylkill,0
41.0534,-78.7192,Clearfield,0
39.8851,-79.7264,Fayette,0
40.1777,-80.1303,Washington,0
41.9955,-76.5441,Bradford,0
40.8023,-75.6159,Carbon,0
40.7801,-79.2278,Armstrong,0
41.6759,-76.7072,Bradford,0
40.9426,-77.792,Centre,0
40.4823,-80.1142,Allegheny,0
40.3125,-79.3826,Westmoreland,0
40.1987,-79.4628,Westmoreland,0
40.5081,-79.6806,Westmoreland,0
40.5641,-76.6984,Dauphin,0
40.9297,-75.9134,Carbon,0
40.7153,-79.0105,Indiana,0
41.0849,-76.8645,Northumberland,0
41.1971,-80.4958,Mercer,0
40.464,-78.0672,Huntingdon,0
40.2184,-79.4878,Westmoreland,0
40.3574,-76.2568,Lebanon,0
40.5394,-75.6342,Lehigh,0
40.9984,-78.3414,Clearfield,0
40.2982,-75.1805,Bucks,0
40.8947,-80.3208,Lawrence,0
40.8308,-76.841,Snyder,0
40.2408,-74.8385,Bucks,0
39.8609,-75.9866,Chester,0
40.413,-79.0219,Westmoreland,0
40.3849,-79.8073,Allegheny,0
39.8926,-75.4698,Delaware,0
40.9836,-79.6131,Clarion,0
39.8539,-76.0798,Lancaster,0
40.3377,-76.9337,Perry,0
40.2963,-76.6233,Dauphin,0
40.9378,-76.1685,Schuylkill,0
40.2976,-79.8854,Allegheny,0
40.1128,-79.8588,Washington,0
40.7549,-75.5309,Northampton,0
40.6541,-76.104,Schuylkill,0
40.0901,-76.4064,Lancaster,0
41.2848,-75.9142,Luzerne,0
41.0475,-78.8185,Jefferson,0
39.8621,-75.2971,Delaware,0
39.7264,-80.2593,Greene,0
40.283,-78.8907,Cambria,0
41.3145,-74.9434,Pike,0
40.1031,-78.9547,Somerset,0
40.5102,-75.3915,Lehigh,0
41.8029,-76.8607,Bradford,0
41.7839,-76.7898,Bradford,0
40.9051,-76.4059,Columbia,0
40.3627,-75.9565,Berks,0
40.2896,-78.4482,Blair,0
40.399,-75.9224,Berks,0
40.7139,-76.1433,Schuylkill,0
41.1763,-76.0384,Luzerne,0
40.8001,-79.3342,Armstrong,0
40.3113,-79.5445,Westmoreland,0
40.1956,-79.9221,Washington,0
40.0168,-75.5869,Chester,0
40.8284,-78.435,Clearfield,0
40.6969,-80.0141,Butler,0
39.9997,-79.7775,Fayette,0
40.3734,-79.9757,Allegheny,0
40.205,-79.497,Westmoreland,0
41.5412,-75.9488,Wyoming,0
40.284,-80.3651,Washington,0
39.9618,-75.8024,Chester,0
41.9981,-80.141,Erie,0
40.4262,-79.7605,Allegheny,0
40.9436,-75.439,Monroe,0
40.3734,-80.0937,Allegheny,0
39.8843,-76.9888,Adams,0
40.0895,-77.4039,Cumberland,0
40.5804,-79.5754,Westmoreland,0
40.2696,-76.7678,Dauphin,0
41.377,-79.7074,Venango,0
41.5105,-75.8509,Wyoming,0
40.4085,-79.8214,Allegheny,0
40.3835,-80.2153,Allegheny,0
40.5338,-77.3895,Juniata,0
39.9843,-76.8315,York,0
40.0865,-74.9445,Bucks,0
39.985,-75.8199,Chester,0
40.2417,-80.2126,Washington,0
40.9623,-77.6069,Centre,0
40.201,-76.7289,Dauphin,0
40.2421,-78.8501,Somerset,0
39.882,-79.8874,Fayette,0
41.5714,-75.5048,Lackawanna,0
40.7628,-79.5837,Armstrong,0
40.6646,-77.593,Mifflin,0
40.7991,-79.315,Armstrong,0
40.4968,-77.7283,Mifflin,0
41.2084,-78.5756,Clearfield,0
40.916,-75.9657,Carbon,0
40.0923,-76.1558,Lancaster,0
41.6023,-79.0503,Forest,0
40.7814,-76.2449,Schuylkill,0
40.1083,-78.6431,Bedford,0
41.9891,-76.1277,Susquehanna,0
40.5551,-80.0364,Allegheny,0
40.377,-75.4837,Montgomery,0
39.8718,-75.5913,Delaware,0
40.5125,-80.0731,Allegheny,0
40.4206,-76.2965,Berks,0
39.7921,-79.9126,Greene,0
40.3936,-75.4964,Montgomery,0
41.0946,-78.888,Jefferson,0
40.2777,-75.8066,Berks,0
40.1737,-75.8619,Berks,0
40.2638,-76.7978,Dauphin,0
40.0421,-76.3012,Lancaster,0
39.8357,-75.4453,Delaware,0
41.1257,-79.5579,Clarion,0
40.6082,-79.8401,Allegheny,0
40.5559,-79.1558,Indiana,0
41.0775,-76.2355,Columbia,0
41.4843,-80.437,Mercer,0
40.0937,-75.9111,Chester,0
41.8162,-79.4439,Warren,0
40.2255,-78.366,Bedford,0
40.6234,-79.7298,Allegheny,0
40.501,-80.068,Allegheny,0
41.5075,-80.3393,Crawford,0
40.1099,-75.2798,Montgomery,0
40.0329,-75.5146,Chester,0
40.3258,-78.9194,Cambria,0
40.2278,-79.7914,Allegheny,0
40.0781,-79.8644,Washington,0
41.3931,-76.7994,Lycoming,0
41.2404,-75.9505,Luzerne,0
39.9474,-76.2386,Lancaster,0
40.4565,-75.8211,Berks,0
40.264,-79.3976,Westmoreland,0
40.3578,-79.735,Westmoreland,0
39.9075,-75.2678,Delaware,0
40.4198,-77.1864,Perry,0
40.1658,-74.9174,Bucks,0
40.868,-76.5492,Northumberland,0
40.5755,-75.5188,Lehigh,0
41.6847,-79.4004,Warren,0
40.4723,-78.8334,Cambria,0
40.4525,-80.2317,Allegheny,0
40.7922,-76.283,Schuylkill,0
39.8958,-78.5173,Bedford,0
41.2806,-76.7078,Lycoming,0
40.2041,-79.6155,Westmoreland,0
40.3941,-80.0377,Allegheny,0
40.509,-80.2392,Allegheny,0
40.2756,-80.1573,Washington,0
40.044,-75.3877,Delaware,0
41.4859,-75.6012,Lackawanna,0
41.5866,-75.4047,Wayne,0
41.904,-80.3418,Erie,0
40.2429,-77.893,Huntingdon,0
40.0017,-76.4671,Lancaster,0
40.2895,-75.9731,Berks,0
40.6908,-76.2594,Schuylkill,0
41.5065,-76.9541,Lycoming,0
41.7792,-79.8045,Crawford,0
39.8489,-79.9081,Fayette,0
40.6607,-75.2364,Northampton,0
39.9309,-75.5519,Chester,0
40.3638,-79.4695,Westmoreland,0
40.1566,-80.3869,Washington,0
40.1176,-79.8228,Fayette,0
40.1703,-79.9175,Washington,0
40.0915,-76.1891,Lancaster,0
41.1197,-75.0465,Pike,0
41.6704,-76.2623,Bradford,0
40.6279,-75.3401,Northampton,0
40.0971,-75.4696,Chester,0
40.1484,-74.9638,Bucks,0
41.1112,-77.7042,Centre,0
