经度,纬度,年份,数目,地名
36.816,-77.4689,2017,1,"Greensville, Jarratt"
37.9459,-82.6735,2017,1,"Lawrence, Ulysses"
40.337,-76.448,2017,5,"Lebanon, Pleasant Hill"
39.0338,-84.5675,2017,4,"Kenton, Lakeside Park"
41.4884,-82.0978,2017,5,"Lorain, Sheffield Lake"
37.7301,-76.538,2017,1,"Lancaster, Mollusk"
37.2456,-88.3589,2017,1,"Livingston, Burna"
39.6323,-84.2725,2017,1,"Montgomery, Miamisburg"
39.9476,-79.9986,2017,1,"Greene, Rices Landing"
40.0221,-81.5868,2017,1,"Guernsey, Cambridge"
36.839,-78.7284,2017,1,"Halifax, Clover"
36.9052,-76.8978,2017,1,"Southampton, Ivor"
37.6274,-77.4322,2017,10,"Henrico, Chamberlayne Heights"
38.2907,-85.6333,2017,3,"Jefferson, Glenview Manor"
39.0302,-77.4712,2017,3,"Loudoun, Ashburn"
39.1517,-82.9102,2017,1,"Pike, Omega"
36.8468,-76.354,2017,1,"Portsmouth (city), Portsmouth"
37.5427,-77.9267,2017,1,"Powhatan, Powhatan"
38.6823,-77.2604,2017,2,"Prince William, Occoquan"
40.9345,-82.4502,2017,1,"Richland, Adario"
38.354,-83.2524,2017,2,"Lewis, Emerson"
41.6639,-83.582,2017,5,"Lucas, Toledo"
36.7012,-85.6927,2017,1,"Monroe, Tompkinsville"
37.9059,-83.9691,2017,1,"Powell, Westbend"
38.6823,-77.2604,2017,2,"Prince William, Occoquan"
37.9501,-76.6625,2017,1,"Richmond, Haynesville"
40.9207,-81.0231,2017,1,"Mahoning, Sebring"
37.5668,-82.7603,2017,1,"Floyd, Martin"
39.4461,-84.3666,2017,1,"Butler, Monroe"
37.913,-78.8828,2017,1,"Nelson, Nellysford"
37.2245,-83.2752,2017,1,"Perry, Avawam"
36.6716,-79.4196,2017,1,"Pittsylvania, Mount Hermon"
39.832,-76.3275,2017,2,"Lancaster, Holtwood"
37.805,-81.9923,2017,1,"Logan, Rossmore"
41.3128,-81.9157,2017,4,"Lorain, Columbia Hills Corners"
37.0759,-88.0769,2017,1,"Lyon, Eddyville"
39.9487,-83.2993,2017,1,"Madison, West Jefferson"
40.5321,-83.2077,2017,1,"Marion, Green Camp"
37.6965,-84.9097,2017,1,"Mercer, Nevada"
38.6601,-78.9061,2017,2,"Rockingham, Fulks Run"
40.8565,-76.235,2017,2,"Schuylkill, Ringtown"
36.7588,-78.7914,2017,1,"Halifax, Scottsburg"
38.3319,-77.4655,2017,1,"Stafford, Falmouth"
41.0802,-81.5219,2017,5,"Summit, Akron"
40.0076,-75.134,2017,96,"Philadelphia, Philadelphia"
37.4807,-82.0632,2017,1,"Pike, Argo"
38.6823,-77.2604,2017,3,"Prince William, Occoquan"
37.1745,-84.6329,2017,1,"Pulaski, Science Hill"
38.7881,-77.4494,2017,1,"Prince William, Yorkshire"
41.462,-80.6656,2017,5,"Trumbull, Gustavus"
41.4998,-79.8736,2017,1,"Venango, Cooperstown"
39.3496,-84.1236,2017,2,"Warren, Morrow"
39.7927,-84.3165,2017,8,"Montgomery, Trotwood"
41.5853,-82.8369,2017,1,"Ottawa, Catawba Island"
38.0673,-78.9012,2017,1,"Waynesboro (city), Waynesboro"
40.8159,-81.4165,2017,14,"Stark, Meyers Lake"
40.3312,-79.677,2017,2,"Westmoreland, Westmoreland City"
37.724,-84.2928,2017,2,"Madison, Richmond"
41.0348,-82.0122,2017,1,"Medina, Lodi"
36.666,-78.3908,2017,1,"Mecklenburg, Boydton"
37.4362,-80.964,2017,1,"Mercer, Pettry"
37.997,-83.8925,2017,3,"Montgomery, Camargo"
40.9865,-76.635,2017,1,"Montour, Mausdale"
36.8457,-77.2875,2017,1,"Sussex, Yale"
37.1909,-81.6387,2017,2,"Tazewell, Amonate"
38.1982,-77.5885,2017,1,"Spotsylvania, Spotsylvania Courthouse"
41.8332,-75.8762,2017,1,"Susquehanna, Montrose"
40.5609,-81.495,2017,2,"Tuscarawas, Parral"
36.8404,-84.8506,2017,1,"Wayne, Monticello"
40.9864,-81.9948,2017,1,"Wayne, Burbank"
36.9321,-84.1004,2017,1,"Whitley, Corbin"
39.9163,-76.5841,2017,3,"York, Windsor"
37.2747,-79.8886,2017,2,"Roanoke, Vinton"
36.8862,-81.192,2017,1,"Wythe, Crockett"
