经度,纬度,年份,数目,地名
38.6098,-85.0681,2013,74,"Carroll, Worthville"
40.2761,-81.7517,2013,33,"Coshocton, West Lafayette"
38.6355,-77.6661,2013,106,"Fauquier, Calverton"
39.1508,-77.9823,2013,9,"Clarke, Berryville"
38.0842,-79.3842,2013,2,"Augusta, Craigsville"
36.8051,-85.0683,2013,1,"Clinton, Cumberland City"
39.894,-75.4338,2013,572,"Delaware, Glen Riddle"
36.9853,-77.7219,2013,1,"Dinwiddie, McKenney"
38.8514,-77.1579,2013,11,"Fairfax, Lake Barcroft"
38.2126,-83.6341,2013,3,"Fleming, Colfax"
36.8293,-79.9917,2013,17,"Franklin, Henry"
38.8862,-82.1463,2013,57,"Gallia, Addison"
38.2504,-78.4417,2013,4,"Greene, Twin Lakes"
38.3318,-82.9371,2013,24,"Carter, Grayson"
36.9933,-78.601,2013,5,"Charlotte, Drakes Branch"
39.2325,-84.1532,2013,236,"Clermont, Goshen"
39.3224,-83.8109,2013,60,"Clinton, Martinsville"
37.6674,-78.0883,2013,1,"Cumberland, Cartersville"
37.6969,-83.9685,2013,4,"Estill, Irvine"
38.1059,-84.5255,2013,466,"Fayette, Greendale"
36.8293,-79.9917,2013,23,"Franklin, Henry"
36.666,-80.9176,2013,1,"Galax (city), Galax"
37.6167,-84.4094,2013,1,"Garrard, Paint Lick"
38.3318,-82.9371,2013,1,"Carter, Grayson"
37.7503,-80.4715,2013,56,"Greenbrier, Ronceverte"
38.1425,-84.1101,2013,7,"Bourbon, North Middletown"
38.6818,-84.0666,2013,10,"Bracken, Brooksville"
37.4215,-83.4585,2013,1,"Breathitt, Talbert"
38.0374,-78.4856,2013,20,"Charlottesville (city), Charlottesville"
36.6778,-76.3024,2013,164,"Chesapeake (city), Chesapeake"
37.506,-77.6492,2013,225,"Chesterfield, Midlothian"
41.2106,-79.3803,2013,32,"Clarion, Clarion"
41.0177,-76.4969,2013,37,"Columbia, Buckhorn"
40.8871,-80.675,2013,141,"Columbiana, Columbiana"
40.7392,-82.7773,2013,85,"Crawford, Galion"
41.4948,-81.5348,2013,2277,"Cuyahoga, University Heights"
39.264,-78.3319,2013,98,"Frederick, Gore"
38.2992,-77.4871,2013,37,"Fredericksburg (city), Fredericksburg"
41.3722,-81.0591,2013,52,"Geauga, Parkman"
37.6015,-77.7022,2013,2,"Goochland, Manakin"
40.98,-77.7057,2013,48,"Centre, Mount Eagle"
37.1464,-83.7635,2013,2,"Clay, Manchester"
41.0094,-77.5306,2013,24,"Clinton, Lamar"
38.416,-77.8267,2013,81,"Culpeper, Lignum"
40.2422,-76.9274,2013,31,"Cumberland, Camp Hill"
36.5831,-79.4088,2013,1,"Danville (city), Danville"
40.1679,-83.08,2013,167,"Delaware, Powell"
42.2134,-79.8333,2013,151,"Erie, North East"
41.1045,-82.6137,2013,264,"Huron, North Fairfield"
39.6522,-83.5564,2013,44,"Fayette, Jeffersonville"
41.7113,-83.9053,2013,25,"Fulton, Metamora"
39.932,-77.9958,2013,8,"Fulton, McConnellsburg"
37.373,-80.8576,2013,8,"Giles, Glen Lyn"
37.8193,-85.9358,2013,26,"Hardin, Radcliff"
39.3923,-80.2989,2013,305,"Harrison, Shinnston"
36.8293,-79.9917,2013,3,"Franklin, Henry"
39.1907,-81.7495,2013,25,"Athens, Hockingport"
40.9348,-83.8235,2013,86,"Hancock, Mount Cory"
40.6179,-80.5998,2013,71,"Hancock, Newell"
36.8155,-83.4045,2013,1,"Harlan, South Wallins"
38.5426,-84.2366,2013,32,"Harrison, Sunrise"
38.4362,-78.8735,2013,2,"Harrisonburg (city), Harrisonburg"
37.8512,-87.3542,2013,5,"Henderson, Reed"
40.3821,-78.1697,2013,33,"Huntingdon, Marklesburg"
37.5751,-83.9735,2013,1,"Jackson, Drip Rock"
39.3242,-77.7517,2013,6,"Jefferson, Bolivar"
38.486,-81.3502,2013,166,"Kanawha, Clendenin"
37.494,-78.6333,2013,9,"Buckingham, Toga"
36.867,-88.4656,2013,1,"Marshall, Oak Level"
39.9854,-80.7335,2013,66,"Marshall, McMechen"
39.9476,-79.9986,2013,47,"Greene, Rices Landing"
36.816,-77.4689,2013,4,"Greensville, Jarratt"
38.4949,-82.6911,2013,17,"Greenup, Bellefonte"
38.8779,-78.8661,2013,26,"Hardy, Mathias"
40.5533,-81.9164,2013,4,"Holmes, Millersburg"
39.1117,-82.6108,2013,74,"Jackson, Coalton"
37.1638,-82.7493,2013,1,"Letcher, Millstone"
39.9595,-82.4129,2013,196,"Licking, Jacksontown"
37.805,-81.9923,2013,17,"Logan, Rossmore"
41.3128,-81.9157,2013,31,"Lorain, Columbia Hills Corners"
41.3338,-75.8214,2013,672,"Luzerne, Exeter"
39.9487,-83.2993,2013,76,"Madison, West Jefferson"
37.4362,-80.964,2013,10,"Mercer, Pettry"
41.177,-75.418,2013,167,"Monroe, Tobyhanna"
41.4011,-82.808,2013,167,"Erie, Castalia"
37.9607,-81.0795,2013,16,"Fayette, Thurmond"
37.451,-82.7994,2013,4,"Floyd, Wayland"
38.3228,-84.8955,2013,58,"Franklin, Ottusville"
38.7252,-84.8239,2013,23,"Gallatin, Glencoe"
36.9052,-76.8978,2013,93,"Southampton, Ivor"
40.8064,-83.5114,2013,86,"Hardin, Forest"
37.6274,-77.4322,2013,274,"Henrico, Chamberlayne Heights"
37.3799,-76.8041,2013,4,"James City, Toano"
39.0338,-84.5675,2013,552,"Kenton, Lakeside Park"
39.832,-76.3275,2013,385,"Lancaster, Holtwood"
37.7301,-76.538,2013,6,"Lancaster, Mollusk"
37.9459,-82.6735,2013,6,"Lawrence, Ulysses"
38.354,-83.2524,2013,3,"Lewis, Emerson"
39.0393,-80.6551,2013,122,"Lewis, Alum Bridge"
37.453,-84.7579,2013,2,"Lincoln, McKinney"
37.4004,-79.1911,2013,37,"Lynchburg (city), Lynchburg"
38.4879,-78.3261,2013,2,"Madison, Syria"
41.3259,-84.2855,2013,44,"Defiance, Jewell"
40.0903,-79.5872,2013,188,"Fayette, Everson"
39.8665,-83.0703,2013,1190,"Franklin, Grove City"
39.7243,-77.515,2013,67,"Franklin, Pen Mar"
37.2801,-76.4402,2013,15,"Gloucester, Achilles"
39.2711,-79.3662,2013,1,"Grant, Bayard"
36.5603,-88.5692,2013,1,"Graves, Lynnville"
36.9725,-86.4371,2013,3,"Warren, Bowling Green"
40.0221,-81.5868,2013,42,"Guernsey, Cambridge"
39.1864,-84.763,2013,3458,"Hamilton, Hooven"
39.3732,-78.5228,2013,24,"Hampshire, Slanesville"
37.7668,-77.3706,2013,96,"Hanover, Hanover"
40.2737,-81.2812,2013,2,"Harrison, Tippecanoe"
38.4623,-85.3036,2013,9,"Henry, Pendleton"
41.371,-83.9415,2013,1,"Henry, McClure"
37.2914,-77.2985,2013,2,"Hopewell (city), Hopewell"
40.4007,-83.5444,2013,73,"Logan, West Mansfield"
39.0302,-77.4712,2013,53,"Loudoun, Ashburn"
40.5321,-83.2077,2013,178,"Marion, Green Camp"
37.3675,-81.3572,2013,9,"McDowell, Maybeury"
37.6965,-84.9097,2013,8,"Mercer, Nevada"
40.4113,-84.7761,2013,104,"Mercer, Fort Recovery"
41.1572,-80.0893,2013,41,"Mercer, Grove City"
40.5331,-77.8141,2013,12,"Mifflin, Allensville"
37.6262,-82.1696,2013,3,"Mingo, Matewan"
39.6587,-79.9868,2013,16,"Monongalia, Star City"
39.7927,-84.3165,2013,2462,"Montgomery, Trotwood"
36.8945,-76.259,2013,178,"Norfolk (city), Norfolk"
41.2508,-82.4915,2013,119,"Huron, Collins"
36.866,-76.8308,2013,13,"Isle of Wight, Zuni"
37.8787,-84.6545,2013,72,"Jessamine, Wilmore"
40.5342,-82.5049,2013,49,"Knox, Ankenytown"
41.4846,-75.666,2013,280,"Lackawanna, Chinchilla"
40.8618,-80.2625,2013,98,"Lawrence, Ellport"
38.0068,-77.9061,2013,7,"Louisa, Mineral"
37.0759,-88.0769,2013,1,"Lyon, Eddyville"
40.9207,-81.0231,2013,388,"Mahoning, Sebring"
37.9366,-85.9915,2013,16,"Meade, Muldraugh"
36.666,-78.3908,2013,3,"Mecklenburg, Boydton"
37.997,-83.8925,2013,39,"Montgomery, Camargo"
37.5295,-75.8283,2013,1,"Northampton, Exmore"
36.8353,-83.7598,2013,1,"Knox, Flat Lick"
41.4884,-82.0978,2013,811,"Lorain, Sheffield Lake"
40.6666,-75.5072,2013,268,"Lehigh, Stiles"
41.3265,-76.9455,2013,224,"Lycoming, Warrensville"
39.5512,-79.8003,2013,4,"Preston, Masontown"
41.8694,-78.66,2013,3,"McKean, Lewis Run"
39.4461,-84.3666,2013,9,"Butler, Monroe"
37.1052,-76.5185,2013,93,"Newport News (city), Newport News"
38.3355,-85.4839,2013,17,"Oldham, Crestwood"
36.6716,-79.4196,2013,1,"Pittsylvania, Mount Hermon"
40.2111,-75.2744,2013,54,"Montgomery, North Wales"
37.0675,-80.4405,2013,36,"Montgomery, Riner"
40.9865,-76.635,2013,30,"Montour, Mausdale"
39.9156,-81.2824,2013,4,"Noble, Batesville"
37.0821,-78.0029,2013,3,"Nottoway, Blackstone"
38.6134,-84.9769,2013,9,"Owen, Wheatley"
41.1798,-84.7378,2013,3,"Paulding, Antwerp"
36.8468,-76.354,2013,175,"Portsmouth (city), Portsmouth"
38.2204,-84.4699,2013,41,"Scott, Newtown"
38.2907,-85.6333,2013,1130,"Jefferson, Glenview Manor"
40.5855,-77.5782,2013,14,"Mifflin, Juniata Terrace"
37.0037,-84.161,2013,1,"Laurel, Keavy"
38.4298,-82.4488,2013,29,"Lawrence, Chesapeake"
40.337,-76.448,2013,170,"Lebanon, Pleasant Hill"
41.6639,-83.582,2013,462,"Lucas, Toledo"
37.724,-84.2928,2013,116,"Madison, Richmond"
39.5013,-80.1696,2013,127,"Marion, Barrackville"
37.4984,-76.2883,2013,11,"Mathews, Gwynn"
39.0292,-82.034,2013,35,"Meigs, Pomeroy"
39.5313,-78.4553,2013,9,"Morgan, Paw Paw"
39.9037,-82.018,2013,27,"Muskingum, South Zanesville"
37.2042,-77.3914,2013,43,"Petersburg (city), Petersburg"
41.4045,-75.183,2013,40,"Pike, Tafton"
40.6783,-79.1646,2013,38,"Indiana, Ernest"
38.8656,-81.8235,2013,10,"Jackson, Cottageville"
39.6522,-83.5564,2013,85,"Fayette, Jeffersonville"
40.9702,-78.8765,2013,26,"Jefferson, Big Run"
37.494,-78.6333,2013,2,"Buckingham, Toga"
38.2945,-84.4183,2013,4,"Harrison, Leesburg"
38.7717,-77.4448,2013,13,"Manassas Park (city), Manassas Park"
37.5156,-85.2625,2013,3,"Marion, Calvary"
37.5668,-82.7603,2013,4,"Floyd, Martin"
38.7054,-83.9191,2013,61,"Mason, Minerva"
39.6323,-84.2725,2013,111,"Montgomery, Miamisburg"
39.1806,-81.513,2013,2,"Wood, Mineral Wells"
40.6209,-82.6618,2013,23,"Morrow, Shauck"
37.1231,-87.2125,2013,2,"Muhlenberg, Weir"
37.8996,-85.2196,2013,10,"Nelson, Chaplin"
38.2001,-80.8512,2013,60,"Nicholas, Mount Nebo"
37.5589,-86.7728,2013,3,"Ohio, Dundee"
40.3951,-77.0278,2013,35,"Perry, Duncannon"
37.9059,-83.9691,2013,11,"Powell, Westbend"
39.5512,-79.8003,2013,6,"Preston, Masontown"
37.2747,-79.8886,2013,294,"Roanoke, Vinton"
40.8565,-76.235,2013,130,"Schuylkill, Ringtown"
40.4389,-84.2597,2013,170,"Shelby, Kettlersville"
39.0551,-78.3681,2013,59,"Shenandoah, Lebanon Church"
38.3319,-77.4655,2013,86,"Stafford, Falmouth"
37.7243,-80.8865,2013,9,"Summers, Brooks"
41.0802,-81.5219,2013,219,"Summit, Akron"
41.8332,-75.8762,2013,14,"Susquehanna, Montrose"
41.462,-80.6656,2013,249,"Trumbull, Gustavus"
40.5609,-81.495,2013,34,"Tuscarawas, Parral"
38.7358,-77.1993,2013,6,"Fairfax, Newington"
40.0753,-80.6951,2013,53,"Ohio, Wheeling"
41.5853,-82.8369,2013,26,"Ottawa, Catawba Island"
38.6823,-77.2604,2013,14,"Prince William, Occoquan"
38.6562,-78.2322,2013,1,"Rappahannock, Sperryville"
41.2162,-83.3285,2013,78,"Seneca, Amsden"
36.9052,-76.8978,2013,14,"Southampton, Ivor"
36.5882,-76.6847,2013,69,"Suffolk (city), Whaleyville"
39.0092,-84.4987,2013,16,"Kenton, Taylor Mill"
39.554,-82.7779,2013,151,"Pickaway, Tarlton"
38.6823,-77.2604,2013,271,"Prince William, Occoquan"
40.9345,-82.4502,2013,137,"Richland, Adario"
38.6601,-78.9061,2013,38,"Rockingham, Fulks Run"
38.2529,-83.3185,2013,22,"Rowan, Haldeman"
37.2864,-80.0554,2013,22,"Salem (city), Salem"
40.7078,-77.3107,2013,26,"Snyder, McClure"
36.8457,-77.2875,2013,4,"Sussex, Yale"
40.9002,-77.1564,2013,6,"Union, Hartleton"
41.4998,-79.8736,2013,39,"Venango, Cooperstown"
38.0673,-78.9012,2013,3,"Waynesboro (city), Waynesboro"
40.7841,-76.6713,2013,33,"Northumberland, Trevorton"
39.1517,-82.9102,2013,42,"Pike, Omega"
39.7917,-84.7133,2013,45,"Preble, New Hope"
37.9501,-76.6625,2013,519,"Richmond, Haynesville"
41.388,-83.3218,2013,50,"Sandusky, Gibsonburg"
38.0562,-85.1511,2013,3,"Spencer, Mount Eden"
38.1593,-79.0608,2013,1,"Staunton (city), Staunton"
38.9231,-78.1033,2013,167,"Warren, Apple Mountain Lake"
40.9864,-81.9948,2013,101,"Wayne, Burbank"
40.3312,-79.677,2013,552,"Westmoreland, Westmoreland City"
39.1734,-78.1745,2013,71,"Winchester (city), Winchester"
37.1318,-76.3569,2013,3,"Poquoson (city), Poquoson"
41.9207,-78.0205,2013,13,"Potter, Oswayo"
38.5374,-81.9256,2013,20,"Putnam, Eleanor"
37.9443,-81.4371,2013,156,"Raleigh, Colcord"
37.6301,-79.5431,2013,9,"Rockbridge, Natural Bridge"
38.1982,-77.5885,2013,122,"Spotsylvania, Spotsylvania Courthouse"
38.5955,-85.3174,2013,8,"Trimble, Bedford"
40.8006,-84.7746,2013,25,"Van Wert, Wren"
39.6314,-81.4562,2013,91,"Washington, Macksburg"
36.8404,-84.8506,2013,3,"Wayne, Monticello"
36.9321,-84.1004,2013,3,"Whitley, Corbin"
37.2691,-76.7075,2013,5,"Williamsburg (city), Williamsburg"
39.9163,-76.5841,2013,671,"York, Windsor"
38.8559,-83.4713,2014,93,"Adams, Dunkinsville"
37.1229,-80.5583,2013,1,"Radford (city), Radford"
36.9791,-82.2961,2013,1,"Russell, Dante"
38.7383,-82.842,2013,248,"Scioto, Wheelersburg"
39.9834,-78.772,2013,69,"Somerset, New Baltimore"
40.8159,-81.4165,2013,17,"Stark, Meyers Lake"
41.6795,-77.069,2013,28,"Tioga, Blossburg"
36.9551,-87.709,2013,2,"Trigg, Cerulean"
39.4005,-82.1261,2014,138,"Athens, Chauncey"
36.9728,-88.612,2013,16,"McCracken, Freemont"
36.6648,-84.4395,2013,2,"McCreary, Pine Knot"
41.0348,-82.0122,2013,134,"Medina, Lodi"
38.302,-83.8866,2013,1,"Nicholas, Sprout"
40.6295,-75.2024,2013,180,"Northampton, Raubsville"
38.2484,-78.1125,2013,18,"Orange, Orange"
38.6653,-78.4545,2013,6,"Page, Luray"
38.6708,-84.3311,2013,75,"Pendleton, Falmouth"
39.921,-82.4271,2013,14,"Perry, Thornport"
40.0076,-75.134,2013,3519,"Philadelphia, Philadelphia"
37.4807,-82.0632,2013,39,"Pike, Argo"
41.0245,-81.0501,2013,185,"Portage, Deerfield"
37.5427,-77.9267,2013,5,"Powhatan, Powhatan"
37.1745,-84.6329,2013,6,"Pulaski, Science Hill"
36.9342,-80.7255,2013,7,"Pulaski, Allisonia"
39.4069,-83.1842,2013,125,"Ross, Frankfort"
38.137,-85.0744,2013,23,"Shelby, Waddy"
36.7335,-76.0435,2013,126,"Virginia Beach (city), Virginia Beach"
41.7806,-79.0941,2013,4,"Warren, Clarendon"
38.2254,-82.4415,2013,17,"Wayne, Wayne"
38.0941,-76.8229,2013,4,"Westmoreland, Montross"
36.8615,-82.7774,2013,4,"Wise, Big Stone Gap"
39.1806,-81.513,2013,127,"Wood, Mineral Wells"
37.972,-84.7563,2013,8,"Woodford, Mortonsville"
38.089,-84.935,2014,20,"Anderson, Alton"
40.5989,-80.4738,2014,128,"Beaver, Hookstown"
40.6864,-78.2272,2014,310,"Blair, Northwood"
37.4167,-79.8779,2014,24,"Botetourt, Troutville"
41.7606,-76.1763,2014,53,"Bradford, Stevensville"
38.3318,-82.9371,2014,51,"Carter, Grayson"
37.1909,-81.6387,2013,5,"Tazewell, Amonate"
40.3533,-83.2628,2013,32,"Union, Magnetic Springs"
38.9776,-82.3374,2013,5,"Gallia, Vinton"
36.9725,-86.4371,2013,10,"Warren, Bowling Green"
40.3264,-80.4091,2013,281,"Washington, Cross Creek"
41.3236,-83.4363,2013,91,"Wood, Bradner"
40.95,-83.3836,2013,14,"Wyandot, Carey"
40.9185,-79.4603,2014,151,"Armstrong, Templeton"
40.6513,-84.146,2014,23,"Auglaize, Cridersville"
37.5855,-84.7903,2014,45,"Boyle, Junction City"
40.4111,-78.8446,2014,356,"Cambria, Vinco"
41.6119,-76.0457,2013,17,"Wyoming, Meshoppen"
38.8786,-77.1011,2014,73,"Arlington, Arlington"
39.458,-77.9779,2014,76,"Berkeley, Martinsburg"
37.1521,-81.1501,2014,1,"Bland, Bastian"
38.3354,-82.7816,2014,95,"Boyd, Rush"
38.5632,-80.8979,2014,2,"Braxton, Strange Creek"
38.0014,-84.1908,2014,42,"Clark, Winchester"
39.8862,-84.0243,2014,29,"Clark, Crystal Lakes"
41.8176,-79.8364,2014,24,"Crawford, Canadohta Lake"
41.3957,-75.2731,2013,14,"Wayne, Wallenpaupack Lake Estates"
36.8862,-81.192,2013,3,"Wythe, Crockett"
38.041,-78.5222,2014,17,"Albemarle, University Heights"
37.8865,-79.9795,2014,14,"Alleghany, Falling Spring"
37.4487,-79.1058,2014,3,"Amherst, Madison Heights"
40.9214,-82.2818,2014,106,"Ashland, Nankin"
41.8567,-80.6173,2014,258,"Ashtabula, Kelloggsville"
40.3495,-76.1391,2014,392,"Berks, Robesonia"
37.8312,-86.6304,2014,1,"Breckinridge, Cloverport"
40.1015,-74.8852,2014,1640,"Bucks, West Bristol"
40.9505,-79.74,2014,158,"Butler, Chicora"
40.5209,-81.0031,2014,4,"Carroll, Harlem Springs"
36.6771,-80.6997,2014,3,"Carroll, Fancy Gap"
40.2174,-83.9635,2014,55,"Champaign, Rosewood"
39.9639,-75.885,2014,289,"Chester, Pomeroy"
39.1508,-77.9823,2014,15,"Clarke, Berryville"
39.2325,-84.1532,2014,338,"Clermont, Goshen"
38.0842,-79.3842,2014,1,"Augusta, Craigsville"
38.9927,-80.2279,2013,17,"Upshur, Buckhannon"
39.3496,-84.1236,2013,269,"Warren, Morrow"
41.5024,-84.418,2013,4,"Williams, Stryker"
37.6917,-75.7182,2014,38,"Accomack, Onley"
38.1193,-83.6156,2014,5,"Bath, Salt Lick"
40.2592,-78.5075,2014,14,"Bedford, Queen"
36.8553,-77.8937,2014,7,"Brunswick, Alberta"
39.3938,-84.5652,2014,755,"Butler, Hamilton"
38.4154,-82.3188,2014,159,"Cabell, Pea Ridge"
38.0533,-77.3473,2014,21,"Caroline, Bowling Green"
41.1062,-78.7749,2014,18,"Clearfield, Sandy"
37.12,-87.4875,2014,7,"Christian, Mannington"
38.2565,-76.9784,2014,1,"Westmoreland, Colonial Beach"
39.894,-75.4338,2014,765,"Delaware, Glen Riddle"
36.9853,-77.7219,2014,3,"Dinwiddie, McKenney"
42.2134,-79.8333,2014,230,"Erie, North East"
38.8514,-77.1579,2014,2,"Fairfax, Lake Barcroft"
37.451,-82.7994,2014,4,"Floyd, Wayland"
37.0379,-80.2045,2014,1,"Floyd, Simpsons"
38.8862,-82.1463,2014,120,"Gallia, Addison"
37.2801,-76.4402,2014,15,"Gloucester, Achilles"
39.0747,-83.3871,2014,115,"Highland, Sinking Spring"
37.9713,-81.7138,2014,1,"Boone, Van"
38.8673,-83.7878,2014,70,"Brown, Russellville"
37.494,-78.6333,2014,5,"Buckingham, Toga"
38.0645,-85.7146,2014,48,"Bullitt, Brooks"
37.2093,-86.8921,2014,1,"Butler, Rochester"
40.8289,-75.7009,2014,72,"Carbon, Weissport"
38.6098,-85.0681,2014,54,"Carroll, Worthville"
37.506,-77.6492,2014,310,"Chesterfield, Midlothian"
41.2106,-79.3803,2014,19,"Clarion, Clarion"
41.0177,-76.4969,2014,102,"Columbia, Buckhorn"
40.8871,-80.675,2014,194,"Columbiana, Columbiana"
40.7392,-82.7773,2014,112,"Crawford, Galion"
40.1679,-83.08,2014,170,"Delaware, Powell"
36.816,-77.4689,2014,4,"Greensville, Jarratt"
38.4949,-82.6911,2014,7,"Greenup, Bellefonte"
40.6179,-80.5998,2014,36,"Hancock, Newell"
36.6778,-76.3024,2014,10,"Chesapeake (city), Chesapeake"
39.3224,-83.8109,2014,101,"Clinton, Martinsville"
37.9185,-76.8665,2014,1,"Essex, Tappahannock"
37.6969,-83.9685,2014,3,"Estill, Irvine"
38.1059,-84.5255,2014,321,"Fayette, Greendale"
37.6167,-84.4094,2014,4,"Garrard, Paint Lick"
38.7326,-84.5966,2014,56,"Grant, Sherman"
38.3318,-82.9371,2014,1,"Carter, Grayson"
37.7503,-80.4715,2014,36,"Greenbrier, Ronceverte"
36.8155,-83.4045,2014,3,"Harlan, South Wallins"
38.4623,-85.3036,2014,16,"Henry, Pendleton"
38.3237,-79.6403,2014,1,"Highland, Mustoe"
37.2642,-78.682,2014,2,"Appomattox, Pamplin"
36.5942,-83.8774,2014,1,"Bell, Fonde"
38.1425,-84.1101,2014,7,"Bourbon, North Middletown"
38.6818,-84.0666,2014,13,"Bracken, Brooksville"
37.7316,-79.3565,2014,2,"Buena Vista (city), Buena Vista"
38.0374,-78.4856,2014,1,"Charlottesville (city), Charlottesville"
41.4948,-81.5348,2014,2703,"Cuyahoga, University Heights"
37.6674,-78.0883,2014,3,"Cumberland, Cartersville"
38.8514,-77.1579,2014,272,"Fairfax, Lake Barcroft"
36.5603,-88.5692,2014,8,"Graves, Lynnville"
39.6598,-83.7431,2014,235,"Greene, Jamestown"
38.2504,-78.4417,2014,2,"Greene, Twin Lakes"
37.2903,-85.7672,2014,1,"Hart, Canmer"
37.2914,-77.2985,2014,2,"Hopewell (city), Hopewell"
38.8656,-81.8235,2014,12,"Jackson, Cottageville"
38.4298,-82.4488,2014,26,"Lawrence, Chesapeake"
36.8293,-79.9917,2014,27,"Franklin, Henry"
39.264,-78.3319,2014,137,"Frederick, Gore"
38.2992,-77.4871,2014,12,"Fredericksburg (city), Fredericksburg"
41.3722,-81.0591,2014,72,"Geauga, Parkman"
37.6015,-77.7022,2014,6,"Goochland, Manakin"
39.9476,-79.9986,2014,21,"Greene, Rices Landing"
40.9348,-83.8235,2014,136,"Hancock, Mount Cory"
37.7668,-77.3706,2014,134,"Hanover, Hanover"
38.4362,-78.8735,2014,2,"Harrisonburg (city), Harrisonburg"
37.8512,-87.3542,2014,2,"Henderson, Reed"
40.3821,-78.1697,2014,32,"Huntingdon, Marklesburg"
39.3242,-77.7517,2014,22,"Jefferson, Bolivar"
37.8806,-82.8382,2014,1,"Johnson, Sitka"
38.7881,-77.4494,2013,18,"Prince William, Yorkshire"
39.8826,-77.1569,2014,29,"Adams, Hunterstown"
40.4001,-80.1873,2014,3774,"Allegheny, Oakdale"
40.8305,-84.0848,2014,182,"Allen, Cairo"
38.1939,-79.0087,2014,15,"Augusta, Verona"
38.1948,-79.5709,2014,2,"Bath, Williamsville"
37.3866,-79.7253,2014,14,"Bedford, Montvale"
40.1621,-81.1313,2014,81,"Belmont, Holloway"
38.9472,-84.6731,2014,168,"Boone, Union"
36.5892,-88.4381,2014,2,"Calloway, Lynn Grove"
39.0401,-84.4815,2014,500,"Campbell, Wilder"
37.2338,-79.2895,2014,18,"Campbell, Evington"
40.98,-77.7057,2014,41,"Centre, Mount Eagle"
37.1464,-83.7635,2014,2,"Clay, Manchester"
41.0094,-77.5306,2014,45,"Clinton, Lamar"
38.416,-77.8267,2014,94,"Culpeper, Lignum"
40.2422,-76.9274,2014,35,"Cumberland, Camp Hill"
38.1879,-83.0188,2014,1,"Elliott, Bruin"
41.1045,-82.6137,2014,148,"Huron, North Fairfield"
40.6783,-79.1646,2014,48,"Indiana, Ernest"
38.2907,-85.6333,2014,1358,"Jefferson, Glenview Manor"
39.6522,-83.5564,2014,98,"Fayette, Jeffersonville"
41.6639,-83.582,2014,303,"Lucas, Toledo"
40.9207,-81.0231,2014,508,"Mahoning, Sebring"
39.4461,-84.3666,2014,32,"Butler, Monroe"
37.1052,-76.5185,2014,14,"Newport News (city), Newport News"
37.5295,-75.8283,2014,5,"Northampton, Exmore"
38.5426,-84.2366,2014,71,"Harrison, Sunrise"
41.371,-83.9415,2014,9,"Henry, McClure"
37.5751,-83.9735,2014,1,"Jackson, Drip Rock"
39.1117,-82.6108,2014,34,"Jackson, Coalton"
38.486,-81.3502,2014,280,"Kanawha, Clendenin"
37.494,-78.6333,2014,4,"Buckingham, Toga"
40.5342,-82.5049,2014,24,"Knox, Ankenytown"
41.4846,-75.666,2014,343,"Lackawanna, Chinchilla"
37.4362,-80.964,2014,34,"Mercer, Pettry"
37.6262,-82.1696,2014,3,"Mingo, Matewan"
37.997,-83.8925,2014,51,"Montgomery, Camargo"
38.7358,-77.1993,2014,17,"Fairfax, Newington"
39.6522,-83.5564,2014,105,"Fayette, Jeffersonville"
37.7533,-78.1638,2014,2,"Fluvanna, Columbia"
41.7113,-83.9053,2014,27,"Fulton, Metamora"
39.932,-77.9958,2014,2,"Fulton, McConnellsburg"
37.373,-80.8576,2014,1,"Giles, Glen Lyn"
37.8193,-85.9358,2014,33,"Hardin, Radcliff"
39.3923,-80.2989,2014,130,"Harrison, Shinnston"
36.8293,-79.9917,2014,10,"Franklin, Henry"
39.1907,-81.7495,2014,15,"Athens, Hockingport"
41.2508,-82.4915,2014,132,"Huron, Collins"
36.866,-76.8308,2014,9,"Isle of Wight, Zuni"
37.8787,-84.6545,2014,99,"Jessamine, Wilmore"
37.0037,-84.161,2014,4,"Laurel, Keavy"
40.8618,-80.2625,2014,102,"Lawrence, Ellport"
38.0068,-77.9061,2014,23,"Louisa, Mineral"
40.2761,-81.7517,2014,25,"Coshocton, West Lafayette"
37.7892,-86.9805,2014,15,"Daviess, Ensor"
41.3259,-84.2855,2014,132,"Defiance, Jewell"
41.4011,-82.808,2014,292,"Erie, Castalia"
38.6355,-77.6661,2014,67,"Fauquier, Calverton"
40.4792,-80.1303,2014,6,"Allegheny, Forest Grove"
38.3228,-84.8955,2014,95,"Franklin, Ottusville"
39.8665,-83.0703,2014,1525,"Franklin, Grove City"
36.8293,-79.9917,2014,3,"Franklin, Henry"
36.9725,-86.4371,2014,1,"Warren, Bowling Green"
40.0221,-81.5868,2014,80,"Guernsey, Cambridge"
40.8064,-83.5114,2014,77,"Hardin, Forest"
38.8779,-78.8661,2014,28,"Hardy, Mathias"
37.6274,-77.4322,2014,381,"Henrico, Chamberlayne Heights"
40.5533,-81.9164,2014,6,"Holmes, Millersburg"
37.3799,-76.8041,2014,4,"James City, Toano"
40.9702,-78.8765,2014,30,"Jefferson, Big Run"
40.4007,-83.5444,2014,79,"Logan, West Mansfield"
39.0302,-77.4712,2014,64,"Loudoun, Ashburn"
40.5321,-83.2077,2014,214,"Marion, Green Camp"
39.5013,-80.1696,2014,48,"Marion, Barrackville"
37.6965,-84.9097,2014,40,"Mercer, Nevada"
