经度,纬度,名称,数量
36.1501,-83.2829,Hamblen,0
36.1173,-86.0278,Smith,0
35.5595,-85.9925,Coffee,0
35.6124,-87.8431,Perry,0
35.3676,-85.3897,Sequatchie,0
35.0675,-85.6244,Marion,0
36.0848,-87.1043,Cheatham,0
36.3775,-86.6168,Sumner,0
36.3531,-83.2362,Hawkins,0
35.0104,-85.0089,Hamilton,0
35.7207,-89.0852,Crockett,0
35.5277,-84.7927,Meigs,0
35.6206,-88.0417,Decatur,0
35.7978,-83.5619,Sevier,0
36.3604,-84.7008,Morgan,0
35.5169,-84.5496,McMinn,0
36.04,-84.3284,Roane,0
35.1746,-84.6522,Polk,0
35.3626,-89.7723,Shelby,0
35.3923,-88.4329,Chester,0
36.0162,-87.9694,Humphreys,0
35.2162,-86.0759,Franklin,0
35.7815,-88.3603,Henderson,0
36.3807,-84.8811,Fentress,0
36.2901,-83.591,Grainger,0
35.9685,-88.9457,Gibson,0
35.6859,-85.7817,Warren,0
35.7503,-87.7954,Perry,0
35.0031,-86.8555,Giles,0
36.2004,-86.5122,Wilson,0
35.6287,-86.695,Marshall,0
36.0046,-88.4181,Carroll,0
35.8717,-84.4954,Roane,0
36.4265,-89.0477,Obion,0
35.0601,-86.4164,Lincoln,0
36.2925,-87.4658,Dickson,0
36.0237,-89.2815,Dyer,0
35.3685,-89.5714,Fayette,0
36.2106,-84.0629,Anderson,0
36.2936,-88.3066,Henry,0
35.0325,-87.5017,Lawrence,0
35.1548,-89.126,Hardeman,0
36.5696,-87.3428,Montgomery,0
36.2043,-83.3,Hamblen,0
35.0423,-88.2734,Hardin,0
35.3657,-84.2974,Monroe,0
35.967,-87.6792,Humphreys,0
36.0317,-84.028,Knox,0
35.4444,-88.6529,Chester,0
35.582,-88.1193,Decatur,0
35.456,-88.8645,Madison,0
35.1844,-85.4846,Marion,0
36.2614,-89.4801,Lake,0
36.0637,-87.3661,Dickson,0
35.4229,-89.7862,Tipton,0
36.4837,-86.4396,Sumner,0
36.2642,-89.1941,Obion,0
36.6048,-87.8375,Stewart,0
35.6609,-88.3965,Henderson,0
36.5174,-84.5102,Scott,0
35.039,-87.0847,Giles,0
35.9614,-83.1977,Cocke,0
35.8217,-84.0119,Blount,0
35.2317,-88.3359,Hardin,0
35.7398,-86.6531,Rutherford,0
36.4223,-82.4293,Washington,0
35.1926,-86.8511,Giles,0
35.8254,-88.9045,Gibson,0
36.5806,-87.76,Stewart,0
36.2535,-82.5477,Washington,0
35.4629,-86.0774,Coffee,0
36.0673,-83.765,Knox,0
35.4991,-86.4518,Bedford,0
36.0662,-88.1044,Benton,0
36.5501,-83.9502,Claiborne,0
35.6535,-88.8351,Madison,0
35.9348,-85.4724,White,0
35.969,-83.9498,Knox,0
36.0631,-83.686,Jefferson,0
36.5673,-82.2655,Sullivan,0
35.3895,-85.0875,Hamilton,0
35.6047,-85.9122,Warren,0
36.2349,-86.5733,Wilson,0
36.4038,-84.048,Campbell,0
35.372,-86.2173,Coffee,0
36.4237,-86.7974,Robertson,0
36.5009,-87.6936,Stewart,0
36.4695,-81.805,Johnson,0
35.5337,-89.8302,Tipton,0
35.2117,-84.8041,Bradley,0
35.9506,-85.3089,White,0
35.833,-83.9359,Blount,0
36.3292,-82.2938,Carter,0
35.2571,-85.174,Hamilton,0
36.4161,-82.6242,Washington,0
36.0351,-82.5521,Unicoi,0
36.3786,-88.4791,Henry,0
36.0195,-86.125,Wilson,0
35.08,-87.4403,Lawrence,0
36.5606,-86.2442,Sumner,0
36.5612,-82.6615,Hawkins,0
36.2324,-88.0854,Benton,0
35.1569,-88.4299,McNairy,0
36.4608,-82.2781,Sullivan,0
36.1455,-82.4115,Unicoi,0
35.809,-86.9,Williamson,0
35.9583,-85.8212,DeKalb,0
36.4412,-85.8505,Macon,0
35.951,-86.0972,Cannon,0
36.3893,-87.0455,Cheatham,0
35.5234,-84.3637,Monroe,0
35.0475,-89.2396,Fayette,0
36.0892,-89.4984,Dyer,0
35.9306,-84.5603,Roane,0
36.3818,-89.3523,Obion,0
35.0762,-85.9233,Franklin,0
35.0045,-84.7294,Polk,0
35.0717,-88.6152,McNairy,0
36.3353,-84.1926,Campbell,0
36.3404,-82.3803,Washington,0
35.9074,-89.2408,Crockett,0
36.1537,-83.7824,Knox,0
36.3536,-84.5839,Scott,0
36.1773,-88.2862,Henry,0
36.5892,-85.6169,Clay,0
35.083,-89.7824,Shelby,0
36.5824,-87.0628,Robertson,0
35.5429,-88.8267,Madison,0
35.036,-84.3855,Polk,0
35.0893,-84.8512,Bradley,0
36.3877,-85.327,Overton,0
35.5965,-88.6314,Madison,0
35.3279,-89.6068,Fayette,0
35.3895,-84.6989,McMinn,0
35.3656,-86.8597,Marshall,0
36.1206,-84.6538,Morgan,0
36.3285,-84.6091,Scott,0
36.011,-88.6208,Carroll,0
35.012,-87.8167,Wayne,0
35.5217,-88.3425,Henderson,0
35.2651,-84.5533,Polk,0
36.4843,-86.3086,Sumner,0
35.8731,-84.1821,Knox,0
35.1275,-85.1464,Hamilton,0
35.1816,-84.8709,Bradley,0
35.4792,-89.0423,Madison,0
36.1278,-86.2122,Wilson,0
35.4495,-85.0762,Rhea,0
36.4489,-86.5335,Sumner,0
36.5935,-86.6994,Robertson,0
35.4573,-84.6042,McMinn,0
35.8658,-88.3935,Carroll,0
35.1934,-87.0354,Giles,0
35.3425,-88.8106,Hardeman,0
36.0352,-88.2738,Carroll,0
36.4735,-82.8606,Hawkins,0
35.5386,-85.8606,Warren,0
35.534,-86.0832,Coffee,0
35.1556,-89.7762,Shelby,0
36.0734,-86.7856,Davidson,0
36.2467,-83.8064,Union,0
36.4106,-84.5038,Scott,0
36.1714,-86.7844,Davidson,0
36.109,-83.5495,Jefferson,0
35.0227,-87.5854,Lawrence,0
35.987,-88.5812,Carroll,0
35.982,-84.1138,Knox,0
36.1267,-84.4199,Anderson,0
35.1583,-89.3754,Fayette,0
35.8706,-85.0617,Cumberland,0
36.5298,-85.8481,Macon,0
36.408,-83.0037,Hawkins,0
35.9594,-86.6754,Williamson,0
36.5572,-82.2144,Sullivan,0
36.3615,-85.6497,Jackson,0
36.3906,-83.5849,Claiborne,0
35.8402,-89.4081,Lauderdale,0
36.2843,-82.1726,Carter,0
36.4129,-82.0804,Carter,0
36.164,-89.4384,Dyer,0
35.9732,-86.5242,Rutherford,0
36.0966,-89.1184,Gibson,0
35.6118,-86.5739,Bedford,0
35.8915,-83.4108,Sevier,0
36.5878,-86.5191,Sumner,0
36.4646,-86.6663,Sumner,0
36.442,-85.3447,Overton,0
36.0122,-85.9422,DeKalb,0
36.3195,-87.7635,Houston,0
35.8692,-84.6731,Roane,0
35.4613,-89.4012,Haywood,0
35.7595,-83.3885,Sevier,0
36.552,-83.9769,Claiborne,0
36.5133,-86.2853,Sumner,0
36.4803,-86.4661,Sumner,0
36.577,-82.5677,Sullivan,0
35.0326,-89.5613,Fayette,0
35.163,-86.0143,Franklin,0
36.0082,-83.0913,Cocke,0
36.4034,-88.5873,Weakley,0
35.1537,-85.5541,Marion,0
35.0722,-85.0547,Hamilton,0
36.3978,-82.1511,Carter,0
35.5467,-84.0599,Blount,0
36.0586,-85.0305,Cumberland,0
35.8595,-87.4692,Hickman,0
35.0474,-89.6989,Shelby,0
35.4428,-88.2916,Henderson,0
35.7832,-89.1166,Crockett,0
36.0791,-86.0381,DeKalb,0
36.5806,-83.6388,Claiborne,0
36.1751,-82.7454,Greene,0
36.5528,-84.9916,Fentress,0
35.2497,-87.332,Lawrence,0
36.127,-85.6825,Putnam,0
36.1196,-86.7673,Davidson,0
35.8631,-84.7552,Cumberland,0
35.9579,-83.8185,Knox,0
35.0146,-85.8048,Marion,0
36.3426,-89.1568,Obion,0
36.4837,-84.2458,Campbell,0
35.882,-83.0104,Cocke,0
35.0513,-89.609,Fayette,0
35.8143,-89.2239,Crockett,0
35.0109,-85.7183,Marion,0
36.522,-82.5452,Sullivan,0
36.197,-84.033,Anderson,0
35.4124,-89.5434,Tipton,0
35.1406,-85.2327,Hamilton,0
35.6491,-84.1724,Loudon,0
36.3692,-85.8922,Smith,0
35.851,-86.4093,Rutherford,0
35.9573,-86.3678,Rutherford,0
36.2022,-89.0155,Obion,0
35.3819,-88.2343,Hardin,0
35.9917,-86.7759,Williamson,0
36.2312,-82.6957,Greene,0
35.0608,-89.3887,Fayette,0
35.3145,-85.4341,Sequatchie,0
35.1635,-85.3098,Hamilton,0
35.1975,-85.9213,Franklin,0
35.1331,-87.5336,Lawrence,0
35.7134,-88.7939,Madison,0
35.2831,-86.3742,Moore,0
36.4219,-82.4767,Washington,0
36.0219,-84.4414,Morgan,0
35.7548,-84.1341,Blount,0
35.1927,-85.5206,Marion,0
36.1259,-88.9925,Gibson,0
36.6341,-86.5401,Sumner,0
35.256,-88.3864,McNairy,0
35.6203,-87.5378,Lewis,0
35.7446,-89.5359,Lauderdale,0
36.4934,-88.8835,Obion,0
35.6028,-85.1982,Bledsoe,0
36.2618,-83.0783,Hawkins,0
35.2306,-89.8259,Shelby,0
35.5881,-89.2574,Haywood,0
35.732,-83.8069,Blount,0
35.7722,-88.8574,Madison,0
36.5879,-84.1269,Campbell,0
36.5477,-85.5037,Clay,0
36.1479,-83.6944,Grainger,0
36.5243,-86.0309,Macon,0
35.6926,-86.6933,Marshall,0
35.1487,-88.3834,McNairy,0
36.2565,-85.9432,Smith,0
35.4588,-85.6692,Grundy,0
36.1414,-85.7867,Putnam,0
36.6209,-86.3425,Sumner,0
36.541,-86.675,Robertson,0
35.6818,-89.577,Lauderdale,0
35.4917,-85.0116,Rhea,0
36.337,-84.3855,Scott,0
35.0459,-87.3111,Lawrence,0
36.2931,-88.5123,Henry,0
36.1027,-84.4503,Morgan,0
35.2027,-85.1412,Hamilton,0
36.4818,-87.8436,Stewart,0
35.9801,-84.1813,Knox,0
36.0741,-88.8157,Gibson,0
35.9412,-85.3625,White,0
35.4226,-84.4887,McMinn,0
35.7469,-83.9788,Blount,0
35.627,-86.2403,Coffee,0
36.172,-84.3488,Anderson,0
35.0206,-86.7181,Lincoln,0
36.1866,-82.0705,Carter,0
35.9215,-86.8522,Williamson,0
35.9281,-87.3124,Hickman,0
35.3384,-84.5281,McMinn,0
35.8998,-87.3537,Hickman,0
36.3252,-84.2199,Campbell,0
36.1533,-85.6353,Putnam,0
36.3323,-86.7032,Davidson,0
35.6026,-84.4718,Monroe,0
36.5359,-87.5795,Montgomery,0
35.1708,-88.5959,McNairy,0
35.5967,-87.2931,Maury,0
36.4422,-88.3327,Henry,0
36.138,-88.5083,Carroll,0
36.4318,-84.934,Fentress,0
35.4327,-85.7435,Grundy,0
35.4086,-85.9639,Coffee,0
36.4944,-86.8706,Robertson,0
35.0522,-85.0488,Hamilton,0
35.5825,-89.7526,Tipton,0
35.8246,-86.0725,Cannon,0
35.0868,-88.5513,McNairy,0
35.1293,-86.1867,Franklin,0
35.2106,-86.4603,Lincoln,0
35.4117,-84.3644,Monroe,0
35.7481,-84.0377,Blount,0
36.2433,-84.6806,Morgan,0
36.3876,-89.4676,Lake,0
35.4795,-86.9831,Maury,0
36.0469,-83.2784,Jefferson,0
36.1043,-84.5865,Morgan,0
35.1448,-85.3457,Hamilton,0
35.6384,-88.2261,Henderson,0
35.1512,-87.9381,Wayne,0
35.4494,-86.7889,Marshall,0
35.2007,-85.3685,Sequatchie,0
35.0298,-87.0031,Giles,0
35.2293,-88.8299,Hardeman,0
36.2282,-82.6304,Washington,0
35.1844,-85.3302,Hamilton,0
35.0364,-87.169,Giles,0
35.3769,-87.9936,Wayne,0
35.2256,-89.5377,Fayette,0
36.4851,-82.507,Sullivan,0
41.4011,-82.808,Erie,4806
41.0997,-84.2693,Putnam,0
41.371,-83.9415,Henry,0
41.3128,-81.9157,Lorain,3145
41.3236,-83.4363,Wood,0
41.6639,-83.582,Lucas,5803
38.7383,-82.842,Scioto,3135
39.9037,-82.018,Muskingum,705
41.4948,-81.5348,Cuyahoga,27630
39.1864,-84.763,Hamilton,0
41.4884,-82.0978,Lorain,0
40.4007,-83.5444,Logan,0
41.6159,-83.3743,Lucas,0
41.5024,-84.418,Williams,0
39.2325,-84.1532,Clermont,3701
40.8006,-84.7746,Van Wert,0
40.5342,-82.5049,Knox,0
41.2162,-83.3285,Seneca,1014
40.9348,-83.8235,Hancock,0
39.921,-82.4271,Perry,0
41.4509,-81.6627,Cuyahoga,0
40.1621,-81.1313,Belmont,984
39.1117,-82.6108,Jackson,0
39.0292,-82.034,Meigs,0
39.6522,-83.5564,Fayette,0
40.3533,-83.2628,Union,0
39.2478,-84.3824,Hamilton,0
41.2508,-82.4915,Huron,1627
40.9345,-82.4502,Richland,0
39.7927,-84.3165,Montgomery,0
40.1791,-83.4381,Union,0
39.3938,-84.5652,Butler,8514
40.9751,-83.4824,Hancock,0
40.8159,-81.4165,Stark,0
38.8123,-84.2115,Clermont,0
41.0519,-83.3191,Seneca,0
39.3184,-84.3688,Butler,0
40.9864,-81.9948,Wayne,0
40.9214,-82.2818,Ashland,296
40.5609,-81.495,Tuscarawas,594
41.1545,-82.541,Huron,0
41.3259,-84.2855,Defiance,1184
41.8567,-80.6173,Ashtabula,2484
38.8673,-83.7878,Brown,0
40.2956,-83.9686,Logan,0
39.8665,-83.0703,Franklin,0
39.8545,-83.1795,Franklin,0
40.6209,-82.6618,Morrow,497
39.554,-82.7779,Pickaway,1437
41.6089,-83.4837,Wood,0
39.6016,-82.0876,Perry,0
41.0802,-81.5219,Summit,0
38.6115,-82.8439,Scioto,0
40.2761,-81.7517,Coshocton,299
40.5367,-82.3002,Knox,0
41.1045,-82.6137,Huron,0
39.9487,-83.2993,Madison,0
41.388,-83.3218,Sandusky,989
40.9207,-81.0231,Mahoning,5768
39.3496,-84.1236,Warren,0
39.0295,-83.9268,Brown,0
40.7703,-84.6162,Van Wert,0
39.9156,-81.2824,Noble,104
39.6339,-84.1448,Montgomery,0
41.1798,-84.7378,Paulding,93
39.4005,-82.1261,Athens,443
40.2737,-81.2812,Harrison,0
39.9595,-82.4129,Licking,3035
40.516,-83.8875,Logan,0
41.4824,-81.8008,Cuyahoga,0
41.1356,-81.6373,Summit,0
38.8389,-84.0985,Clermont,0
39.2201,-81.7977,Athens,0
40.7043,-82.4223,Richland,0
39.1823,-84.6076,Hamilton,0
39.3686,-84.219,Warren,0
38.4298,-82.4488,Lawrence,0
39.9888,-81.1728,Belmont,0
41.3339,-81.4019,Summit,0
39.2744,-84.6705,Hamilton,0
40.3339,-83.585,Logan,0
39.8426,-82.5446,Fairfield,0
41.0287,-82.7273,Huron,0
41.6072,-81.469,Lake,0
39.2292,-84.597,Hamilton,0
40.4357,-81.3698,Tuscarawas,0
39.4461,-84.3666,Butler,0
40.6558,-81.6343,Stark,0
40.8939,-83.6529,Hancock,0
39.6314,-81.4562,Washington,0
39.2494,-84.3457,Hamilton,0
40.0703,-82.4252,Licking,0
40.4389,-82.3481,Knox,0
40.6288,-82.5234,Sandusky,0
41.5589,-81.5029,Cuyahoga,0
38.8862,-82.1463,Gallia,1626
41.0348,-82.0122,Medina,0
39.3584,-84.2505,Warren,0
40.3127,-83.9166,Logan,0
41.3131,-81.9468,Lorain,0
40.0087,-83.4147,Madison,0
39.879,-84.193,Montgomery,0
39.3224,-83.8109,Clinton,0
40.8871,-80.675,Columbiana,1940
39.6592,-84.1583,Montgomery,0
39.0802,-84.322,Hamilton,0
41.1034,-84.1309,Putnam,0
40.8305,-84.0848,Allen,0
41.7113,-83.9053,Fulton,168
41.462,-80.6656,Trumbull,4292
41.2883,-82.5995,Erie,0
39.2104,-84.6059,Hamilton,0
40.2174,-83.9635,Champaign,760
41.8003,-81.1241,Lake,0
41.0282,-81.9315,Medina,0
40.1481,-81.0644,Belmont,0
39.4069,-83.1842,Ross,0
39.1883,-84.401,Hamilton,0
41.5969,-81.3406,Lake,0
40.9042,-80.9524,Mahoning,0
39.6598,-83.7431,Greene,0
40.5533,-81.9164,Holmes,152
40.3998,-81.9654,Coshocton,0
39.3901,-84.2649,Warren,0
41.019,-84.4776,Paulding,0
41.2857,-82.2197,Lorain,0
40.8742,-81.3971,Stark,0
40.2206,-83.5583,Champaign,0
41.3978,-84.1244,Henry,0
39.4403,-84.4299,Butler,0
39.4659,-81.6332,Washington,0
40.3764,-82.3949,Knox,0
40.4389,-84.2597,Shelby,0
40.3627,-83.763,Logan,0
40.0221,-81.5868,Guernsey,1509
40.9284,-81.6306,Summit,0
40.4113,-84.7761,Mercer,0
41.3417,-80.5284,Trumbull,0
39.2151,-84.4555,Hamilton,0
39.1373,-84.3177,Hamilton,0
41.3064,-81.4579,Summit,0
39.2934,-83.9797,Clinton,0
40.1376,-82.0119,Muskingum,0
39.5407,-81.6424,Washington,0
41.0245,-81.0501,Portage,2477
40.9252,-82.0559,Wayne,0
41.1358,-81.8694,Medina,0
41.0035,-81.5348,Summit,0
41.0577,-81.901,Medina,0
41.5853,-82.8369,Ottawa,459
39.4914,-84.2497,Warren,0
39.8864,-82.3194,Perry,0
39.61,-84.0065,Greene,0
41.8298,-81.0511,Lake,0
39.137,-84.7103,Hamilton,0
39.7917,-84.7133,Preble,433
41.3007,-83.8298,Wood,0
40.1268,-83.9647,Champaign,0
38.8559,-83.4713,Adams,0
40.4008,-82.8111,Morrow,0
39.2908,-84.6303,Hamilton,0
41.1678,-82.0229,Medina,0
41.4078,-83.8679,Wood,0
39.216,-84.5146,Hamilton,0
39.1517,-82.9102,Pike,0
41.4744,-81.5496,Cuyahoga,0
39.5905,-82.1545,Perry,0
40.2802,-84.6384,Darke,672
40.9482,-83.959,Putnam,0
39.3542,-81.7901,Washington,0
40.7392,-82.7773,Crawford,0
39.8489,-81.0354,Monroe,0
39.9513,-81.9592,Muskingum,0
41.3079,-81.6193,Cuyahoga,0
39.3633,-84.3767,Butler,0
39.4791,-84.462,Butler,0
39.716,-82.208,Perry,0
39.1267,-84.6363,Hamilton,0
40.3035,-82.6975,Knox,0
41.5408,-82.7534,Ottawa,0
39.4723,-82.912,Ross,0
38.7622,-83.0417,Scioto,0
39.0649,-82.9985,Pike,0
40.7752,-80.7628,Columbiana,0
41.554,-81.6051,Cuyahoga,0
39.8669,-82.9452,Franklin,0
40.0949,-83.0209,Franklin,0
41.0796,-82.4066,Huron,0
39.9102,-84.2962,Montgomery,0
40.95,-83.3836,Wyandot,284
39.0699,-84.367,Hamilton,0
39.6323,-84.2725,Montgomery,0
39.9498,-82.5984,Licking,0
40.3653,-80.652,Jefferson,0
39.4421,-84.5298,Butler,0
41.6581,-81.4323,Lake,0
40.1679,-83.08,Delaware,14349
40.3962,-84.1762,Shelby,0
39.7671,-81.2182,Monroe,0
41.3722,-81.0591,Geauga,569
41.1373,-82.7471,Huron,0
41.096,-80.9812,Mahoning,0
39.3924,-84.6528,Butler,0
39.1917,-84.3341,Hamilton,0
38.9703,-83.0199,Pike,0
39.4784,-84.3902,Butler,0
40.5209,-81.0031,Carroll,0
40.2075,-84.2358,Shelby,0
41.4388,-84.2554,Henry,0
39.2508,-84.4265,Hamilton,0
41.7167,-80.8359,Ashtabula,0
40.0808,-82.7926,Franklin,0
41.4042,-81.5053,Cuyahoga,0
41.0345,-81.4412,Summit,0
40.468,-83.8939,Logan,0
41.6068,-80.5687,Ashtabula,0
39.7248,-82.9581,Pickaway,0
41.445,-81.7667,Cuyahoga,0
39.046,-82.6494,Jackson,0
41.3662,-81.5554,Cuyahoga,0
41.2537,-83.6023,Wood,0
40.5897,-82.4209,Richland,0
38.9776,-82.3374,Gallia,0
40.299,-81.8402,Coshocton,0
39.8862,-84.0243,Clark,0
41.3128,-81.8313,Cuyahoga,0
39.1591,-82.5243,Vinton,0
41.4216,-83.2211,Sandusky,0
39.6077,-83.3955,Fayette,0
39.0978,-84.2995,Clermont,0
41.5228,-82.7284,Ottawa,0
38.698,-83.1004,Scioto,0
38.8862,-83.6146,Adams,0
40.8998,-81.7329,Wayne,0
41.1634,-80.7231,Trumbull,0
39.9951,-84.4084,Miami,550
39.0812,-82.5379,Jackson,0
38.6714,-83.7705,Brown,0
39.2892,-84.3472,Hamilton,0
40.899,-80.7677,Columbiana,0
40.8064,-83.5114,Hardin,0
41.1799,-83.6702,Wood,0
40.9504,-81.2166,Stark,0
40.3791,-80.7095,Jefferson,0
40.1182,-82.1171,Muskingum,0
39.1755,-84.2275,Clermont,0
39.229,-84.322,Hamilton,0
41.5213,-81.3363,Geauga,0
41.022,-80.6156,Mahoning,0
39.1265,-82.1338,Meigs,0
39.1848,-83.9317,Brown,0
39.3448,-84.4381,Butler,0
40.7426,-84.476,Van Wert,0
39.6537,-83.3396,Fayette,0
39.4228,-84.5513,Butler,0
40.9274,-81.402,Stark,0
40.0737,-83.557,Champaign,0
39.257,-84.7883,Hamilton,0
41.4766,-81.6805,Cuyahoga,0
41.0777,-80.5904,Mahoning,0
40.3265,-80.8954,Harrison,0
40.6953,-81.7025,Wayne,0
40.3394,-84.4955,Darke,0
39.3269,-82.0988,Athens,0
39.5059,-83.1541,Ross,0
41.5243,-84.7311,Williams,0
39.4634,-82.181,Athens,0
38.8683,-83.8992,Brown,0
39.2534,-82.1679,Athens,0
41.5309,-83.2126,Ottawa,0
41.1765,-81.4344,Summit,0
39.5682,-84.8109,Preble,0
39.8107,-83.1686,Franklin,0
41.0879,-84.5832,Paulding,0
40.0573,-81.235,Guernsey,0
39.0228,-84.2185,Clermont,0
41.8276,-80.8718,Ashtabula,0
41.5172,-81.4922,Cuyahoga,0
40.2109,-81.2686,Harrison,0
40.8671,-82.3163,Ashland,0
41.5112,-81.5636,Cuyahoga,0
41.2671,-83.4268,Wood,0
38.817,-82.7282,Scioto,0
39.7888,-81.5565,Noble,0
41.3842,-81.7286,Cuyahoga,0
40.9519,-82.9414,Crawford,0
40.3267,-81.5192,Tuscarawas,0
39.0517,-84.0464,Clermont,0
39.0873,-82.2129,Meigs,0
39.4509,-84.5144,Butler,0
40.6814,-82.0217,Wayne,0
41.1392,-80.5797,Trumbull,0
41.2428,-83.4913,Wood,0
39.5245,-81.0671,Washington,0
40.5427,-81.7213,Holmes,0
41.5316,-81.41,Cuyahoga,0
39.7151,-83.8847,Greene,0
40.3308,-81.7386,Coshocton,0
39.5329,-84.0903,Warren,0
39.9378,-84.5533,Darke,0
41.2389,-80.8177,Trumbull,0
39.7467,-81.5127,Noble,0
39.2555,-84.4709,Hamilton,0
39.5237,-84.418,Butler,0
41.0294,-81.6461,Summit,0
40.1067,-83.2693,Madison,0
40.1884,-81.1965,Harrison,0
39.3612,-83.8638,Clinton,0
40.3139,-83.4458,Union,0
41.3113,-81.1429,Portage,0
39.0747,-83.3871,Highland,0
38.9984,-81.9686,Meigs,0
41.1078,-83.5144,Hancock,0
41.7476,-81.2731,Lake,0
40.6608,-81.1928,Carroll,0
38.9651,-83.7283,Brown,0
40.7084,-80.7023,Columbiana,0
41.7722,-81.053,Lake,0
39.9735,-81.3369,Guernsey,0
39.8558,-82.1424,Muskingum,0
40.8481,-84.3369,Allen,0
40.1241,-82.9205,Franklin,0
40.8623,-81.8602,Wayne,0
41.4648,-83.7043,Wood,0
38.4214,-82.5784,Lawrence,0
40.5208,-80.8851,Jefferson,0
39.1738,-83.3486,Pike,0
41.2356,-81.6418,Summit,0
39.1907,-81.7495,Athens,0
41.3805,-81.6737,Cuyahoga,0
41.0948,-82.4885,Huron,0
41.3196,-84.0353,Henry,0
41.2819,-81.2221,Portage,0
40.5321,-83.2077,Marion,0
41.052,-81.3995,Summit,0
39.5022,-83.9984,Warren,0
39.1604,-84.4534,Hamilton,0
40.6531,-81.5798,Stark,0
41.5465,-81.173,Geauga,0
41.129,-83.2869,Seneca,0
41.3909,-80.973,Trumbull,0
39.2944,-84.2634,Warren,0
40.7734,-82.3639,Ashland,0
40.1849,-81.892,Coshocton,0
38.8796,-82.3789,Gallia,0
39.4187,-82.5993,Hocking,0
39.2265,-83.2695,Ross,0
40.1142,-81.019,Belmont,0
41.1601,-83.4119,Seneca,0
39.7276,-82.7666,Fairfield,0
39.7202,-84.1734,Montgomery,0
41.2399,-81.4408,Summit,0
41.5864,-83.4929,Wood,0
41.5094,-82.9383,Ottawa,0
39.8313,-81.1646,Monroe,0
39.2124,-83.6113,Highland,0
38.7539,-82.8604,Scioto,0
41.3464,-83.7948,Wood,0
39.6062,-82.9335,Pickaway,0
40.5595,-83.8352,Hardin,0
41.4318,-81.3351,Geauga,0
41.3695,-81.815,Cuyahoga,0
39.3389,-84.2197,Warren,0
41.6596,-81.4543,Lake,0
39.9588,-82.7943,Franklin,0
40.3854,-82.4732,Knox,0
41.2536,-81.5088,Summit,0
40.0251,-82.8638,Franklin,0
39.4387,-83.8184,Clinton,0
41.7692,-80.8556,Ashtabula,0
41.0214,-81.4264,Summit,0
40.1367,-83.3416,Union,0
39.2829,-83.1596,Ross,0
39.797,-83.8256,Clark,0
39.1854,-84.3734,Hamilton,0
41.2043,-83.168,Seneca,0
40.5117,-80.6261,Jefferson,0
40.7752,-82.2596,Ashland,0
39.8056,-83.1525,Pickaway,0
40.2166,-80.8762,Jefferson,0
39.3301,-84.5405,Butler,0
39.8777,-81.9112,Muskingum,0
40.8845,-82.6577,Richland,0
40.5868,-81.6069,Tuscarawas,0
39.144,-84.3594,Hamilton,0
41.125,-83.0167,Seneca,0
40.7074,-83.9213,Allen,0
40.5456,-84.75,Mercer,0
40.7925,-82.8568,Crawford,0
41.6526,-82.8176,Ottawa,0
39.9018,-84.4958,Preble,0
41.4906,-83.8747,Lucas,0
39.5249,-84.0676,Warren,0
41.3553,-84.2177,Henry,0
39.6719,-80.8741,Monroe,0
40.0638,-81.0695,Belmont,0
41.3895,-80.737,Trumbull,0
39.8249,-83.6415,Clark,0
39.7639,-82.4488,Fairfield,0
41.0289,-82.3046,Ashland,0
40.3385,-82.0708,Coshocton,0
38.4099,-82.5283,Lawrence,0
41.4415,-81.4743,Cuyahoga,0
41.3001,-80.8498,Trumbull,0
41.4559,-82.0912,Lorain,0
39.5097,-82.1678,Hocking,0
41.1641,-81.5206,Summit,0
40.2701,-80.6318,Jefferson,0
39.9886,-83.9443,Clark,0
41.0994,-80.6463,Mahoning,0
40.0147,-83.8385,Clark,0
39.6502,-82.7424,Fairfield,0
39.4337,-84.7611,Butler,0
39.7473,-83.8107,Greene,0
41.039,-80.5463,Mahoning,0
41.0932,-80.7405,Mahoning,0
39.8432,-82.8121,Fairfield,0
41.1094,-83.9676,Putnam,0
40.0758,-80.792,Belmont,0
39.8881,-84.0394,Clark,0
38.5599,-82.7274,Lawrence,0
41.3117,-81.5682,Summit,0
39.0711,-84.3389,Hamilton,0
40.7547,-80.9355,Columbiana,0
40.2141,-84.6344,Darke,0
40.2198,-82.0651,Coshocton,0
41.5175,-81.4534,Cuyahoga,0
38.5901,-82.2912,Gallia,0
41.3221,-81.4451,Summit,0
39.9793,-83.0409,Franklin,0
39.2815,-83.9105,Clinton,0
41.52,-83.3616,Ottawa,0
39.8889,-82.768,Fairfield,0
41.2298,-80.5273,Trumbull,0
39.4248,-84.2139,Warren,0
39.8066,-82.0756,Muskingum,0
40.4208,-84.6326,Mercer,0
41.4472,-82.7009,Erie,0
41.2088,-80.7781,Trumbull,0
40.2051,-81.7182,Coshocton,0
40.7095,-83.8439,Hardin,0
40.3467,-82.6302,Knox,0
40.5804,-81.09,Carroll,0
41.2395,-81.6551,Summit,0
39.8076,-81.4692,Noble,0
41.5239,-81.5245,Cuyahoga,0
40.4784,-82.5486,Knox,0
41.4321,-81.3887,Cuyahoga,0
41.6033,-82.7029,Erie,0
41.5904,-81.5188,Cuyahoga,0
41.3426,-81.5286,Summit,0
39.4359,-81.9115,Athens,0
41.1759,-80.9864,Trumbull,0
