Year,ID,Name,InnerIndex,HC01_VC04,HC01_VC03,HC01_VC37,HC01_VC85,HC01_VC86,HC01_VC85,HC01_VC80
2013,266,"Union, Ohio",433.4123127841181,13380,18216,4931,34676,530,34676,3315
2013,267,"Huron, Ohio",154.88197122765433,15795,22361,6771,39489,1839,39489,3453
2013,268,"Richland, Ohio",273.7441514415568,31166,48458,17008,85700,3032,85700,7030
2013,269,"Montgomery, Ohio",14467.973032906932,134907,222578,73184,361647,11880,361647,28377
2013,270,"Butler, Ohio",1106.6076590188359,94581,134612,46293,234840,7447,234840,20211
2013,271,"Stark, Ohio",1111.02390102456,99208,150003,45581,257384,7627,257384,20802
2013,272,"Wayne, Ohio",457.04832559600686,30045,42487,13277,74334,4785,74334,5396
2013,273,"Ashland, Ohio",348.06228624486124,14282,20207,6031,35058,1291,35058,2851
2013,274,"Tuscarawas, Ohio",141.08576644417252,25091,36149,9352,63607,2978,63607,5440
2013,275,"Defiance, Ohio",240.64316912376543,10900,15203,4534,25914,742,25914,2049
2013,276,"Ashtabula, Ohio",1552.0766890686043,25673,38952,12254,69419,3086,69419,5834
2013,277,"Brown, Ohio",113.90896510216207,11943,16380,4434,30229,1365,30229,2498
2013,278,"Franklin, Ohio",3163.7811050625487,273033,468295,186366,765086,24232,765086,60474
2013,279,"Morrow, Ohio",110.85331343531462,9753,12940,3455,23440,896,23440,2377
2013,280,"Pickaway, Ohio",1065.2068627434892,14217,19167,7472,37911,1088,37911,3627
2013,281,"Summit, Ohio",707.2216422712205,138430,220375,73569,370622,9365,370622,30482
2013,282,"Coshocton, Ohio",71.11239983868929,10144,14495,3908,25162,1218,25162,1784
2013,283,"Madison, Ohio",251.4507597513099,10233,14611,7042,30091,1007,30091,2726
2013,284,"Sandusky, Ohio",189.7810596607303,16440,23906,6936,41286,1652,41286,3552
2013,285,"Mahoning, Ohio",810.2362855938132,61683,98201,32517,166568,4871,166568,13104
2013,286,"Warren, Ohio",797.6117436706885,58384,76546,22425,142154,3044,142154,13126
2013,287,"Noble, Ohio",31.692142078796255,3436,4883,2759,10833,513,10833,861
2013,288,"Paulding, Ohio",53.398880764732176,5432,7730,1849,13127,316,13127,1157
2013,289,"Athens, Ohio",261.2878356437366,12206,22181,15211,34166,808,34166,2181
2013,290,"Harrison, Ohio",18.710263350045633,4402,6395,1527,11261,350,11261,777
2013,291,"Licking, Ohio",977.6773072133273,45087,64009,18004,111603,2733,111603,9305
2013,292,"Lawrence, Ohio",257.8929018227051,16480,24009,6782,42829,1715,42829,3371
2013,293,"Fairfield, Ohio",2004.1723579847112,39235,54309,16171,97550,2051,97550,9619
2013,294,"Lake, Ohio",1597.8836529503847,61436,94048,28223,162353,3792,162353,12461
2013,295,"Washington, Ohio",163.0454643407234,16431,25029,6874,43337,1300,43337,3088
2013,296,"Gallia, Ohio",159.09857407754532,8249,11576,3128,20787,1348,20787,1631
2013,297,"Medina, Ohio",349.03545348013887,48306,65499,17808,118086,2199,118086,10409
2013,298,"Clinton, Ohio",179.20692310478663,11342,15969,4488,27659,965,27659,2297
2013,299,"Columbiana, Ohio",402.7920300281727,28546,42095,12236,76002,2271,76002,5430
2013,300,"Allen, Ohio",294.6676276825199,27143,40552,14861,69287,1678,69287,5727
2013,301,"Fulton, Ohio",76.41039156102518,12049,16285,3992,28538,742,28538,2786
2013,302,"Trumbull, Ohio",2150.7744038563305,55634,86246,25672,146596,5002,146596,10792
2013,303,"Champaign, Ohio",85.99037800496151,10862,15014,4238,26727,865,26727,2338
2013,304,"Ross, Ohio",316.85138907230356,19193,28308,10928,54340,2149,54340,4423
2013,305,"Greene, Ohio",382.71532576508946,41855,62836,22132,105339,2438,105339,8189
2013,306,"Holmes, Ohio",35.66362753704171,9945,12467,4640,24024,8286,24024,1424
2013,307,"Shelby, Ohio",135.40517263351953,13253,18311,5028,32228,934,32228,3200
2013,308,"Guernsey, Ohio",317.23320794443504,10736,15690,4313,27350,1143,27350,2349
2013,309,"Mercer, Ohio",258.8473225956755,11452,15851,4401,27047,570,27047,2456
2013,310,"Portage, Ohio",2872.327770345234,40312,60992,24722,102657,1990,102657,8881
2013,311,"Ottawa, Ohio",84.45665844074932,12200,17614,3986,30255,685,30255,2034
2013,312,"Preble, Ohio",268.53224427934674,11644,16238,4240,28744,1126,28744,2523
2013,313,"Adams, Ohio",314.59906031821225,7729,10816,2670,19141,1863,19141,1490
2013,314,"Pike, Ohio",56.58645884318717,7586,10859,2988,19241,1416,19241,1468
2013,315,"Darke, Ohio",74.54157176739281,14158,20776,5506,35663,1028,35663,3024
2013,316,"Crawford, Ohio",147.58318426333284,11839,17655,4350,30080,1105,30080,2396
2013,317,"Monroe, Ohio",25.789170784691958,4258,6111,1364,10511,487,10511,621
2013,318,"Wyandot, Ohio",48.55400513521885,6138,9284,2257,15488,477,15488,1286
2013,319,"Jefferson, Ohio",108.25935336522666,18655,28326,8532,48532,1681,48532,3438
2013,320,"Delaware, Ohio",1313.7668760465617,49144,64208,15973,115356,1392,115356,10118
2013,321,"Geauga, Ohio",215.8837173945433,25748,34621,9598,63182,3356,63182,5935
2013,322,"Carroll, Ohio",142.3027228173711,7856,11107,2793,20285,905,20285,1617
2013,323,"Clark, Ohio",185.91095864322355,35850,54963,16604,93068,3519,93068,7498
2013,324,"Vinton, Ohio",44.12776453681905,3674,5191,1488,9055,522,9055,877
2013,325,"Miami, Ohio",501.47074792708764,28104,41239,10997,70651,1511,70651,5741
2013,326,"Hardin, Ohio",861.2819724174334,7757,11504,4328,19401,711,19401,1652
2013,327,"Highland, Ohio",190.20065648074902,11682,16918,4282,29092,1358,29092,2275
2013,328,"Marion, Ohio",662.3558094786467,16891,24578,9677,46142,1533,46142,3777
2013,329,"Hocking, Ohio",59.46163201737427,7964,11478,2970,20086,665,20086,1702
2013,330,"Auglaize, Ohio",81.72734796297195,12689,18241,4371,30966,806,30966,2553
2013,331,"Morgan, Ohio",17.865592507638222,4453,6204,1424,10469,442,10469,870
2013,332,"Rowan, Kentucky",89.48401889656446,5350,8305,3654,13483,1548,13483,1011
2013,333,"Jefferson, Kentucky",1860.7870248832444,187930,305832,104847,507007,19017,507007,38611
2013,334,"Perry, Kentucky",202.79580737579894,7587,10801,3294,19751,3166,19751,1473
2013,335,"Breckinridge, Kentucky",24.04220840142886,5178,7213,2114,13733,1579,13733,956
2013,336,"Calloway, Kentucky",53.08654018627348,8773,14937,5362,22711,1337,22711,1372
2013,337,"Ohio, Kentucky",43.9640530505858,6369,8715,2388,16114,1570,16114,1204
2013,338,"Floyd, Kentucky",108.40768452435614,10638,15422,4563,27405,3511,27405,2118
2013,339,"Bath, Kentucky",50.25578434823854,3072,4447,1101,7885,840,7885,670
2013,340,"Oldham, Kentucky",62.72522734338342,15915,19532,7165,40200,1191,40200,4338
2013,341,"Union, Kentucky",93.63079517966419,4008,5586,2508,9538,622,9538,1008
2013,342,"Scott, Kentucky",315.7451424452456,13054,17989,5299,30999,1404,30999,2322
2013,343,"Whitley, Kentucky",132.49097211972548,9379,13172,3840,23112,2850,23112,2120
2013,344,"Hopkins, Kentucky",449.96437619988853,12646,18495,4705,32516,2259,32516,2163
2013,345,"Kenton, Kentucky",487.18371686885047,40067,61800,21226,107136,3635,107136,8944
2013,346,"Pulaski, Kentucky",155.82154832822698,17797,26108,6079,44095,4552,44095,3498
2013,347,"Pendleton, Kentucky",42.35935876723449,3561,5357,1591,9863,725,9863,840
2013,348,"Muhlenberg, Kentucky",81.05197341138043,8579,11869,3788,21879,2114,21879,1631
2013,349,"Monroe, Kentucky",36.901266700529234,2865,4401,1239,7556,1220,7556,579
2013,350,"Boone, Kentucky",159.80317341091342,32123,43255,12586,78129,2269,78129,6688
2013,351,"Pike, Kentucky",147.88624796839443,17962,26362,5942,45115,5759,45115,3116
2013,352,"Meade, Kentucky",374.56785918592175,7872,10342,2978,18756,861,18756,1818
2013,353,"Breathitt, Kentucky",57.62510950800789,3432,5290,2017,9508,1504,9508,805
2013,354,"Clinton, Kentucky",26.72204712493479,2585,3960,1068,7017,1296,7017,604
2013,355,"Morgan, Kentucky",20.46004451551294,3503,4697,2105,9786,1566,9786,706
2013,356,"Hardin, Kentucky",515.1575497259741,28277,39401,11732,68174,3231,68174,5568
2013,357,"Harlan, Kentucky",241.30908165878776,8039,11343,2915,19919,2738,19919,1331
2013,358,"Graves, Kentucky",99.87339257942774,10029,14419,3594,25265,1810,25265,2149
2013,359,"Powell, Kentucky",55.707045418280366,2989,4730,1684,8384,1153,8384,590
2013,360,"Nelson, Kentucky",105.54213300985188,12171,16571,5076,29080,1233,29080,2544
2013,361,"Lawrence, Kentucky",24.991252614544244,4136,5823,1458,10839,1530,10839,753
2013,362,"Webster, Kentucky",108.4300678687314,3667,5150,1474,9290,759,9290,660
2013,363,"Leslie, Kentucky",155.93822543933567,2992,4206,1156,7842,1559,7842,550
2013,364,"Metcalfe, Kentucky",19.76022377914584,2717,3919,1037,6923,1223,6923,450
2013,365,"Fleming, Kentucky",28.270771881569594,3913,5539,1432,9805,1304,9805,889
2013,366,"Todd, Kentucky",11.79798332284997,3306,4574,1131,7930,1073,7930,616
2013,367,"Letcher, Kentucky",87.228477047675,6467,9366,2646,16997,2190,16997,1196
2013,368,"Ballard, Kentucky",7.020054911061363,2265,3327,784,5859,261,5859,416
2013,369,"Harrison, Kentucky",280.5247297765925,4643,7179,1986,12825,1268,12825,1113
2013,370,"Taylor, Kentucky",57.464450562243776,6580,9708,2692,16263,1622,16263,1199
2013,371,"Clark, Kentucky",106.06882621055584,10269,14498,3180,24792,1823,24792,1737
2013,372,"Wolfe, Kentucky",22.817850571634143,1736,2779,904,5040,730,5040,314
2013,373,"Larue, Kentucky",14.597235925908228,3866,5221,1760,9699,748,9699,1050
2013,374,"Warren, Kentucky",259.6923048836109,27838,44240,16935,70414,4250,70414,5301
2013,375,"Garrard, Kentucky",19.35615228803269,4791,6302,1377,11799,1101,11799,956
2013,376,"Bell, Kentucky",198.4121794500777,7549,11109,3294,19641,2844,19641,1631
2013,377,"Knox, Kentucky",129.4490770400879,8237,12350,3647,21113,3581,21113,1533
2013,378,"Christian, Kentucky",143.6579071682861,18397,25899,10086,42504,2572,42504,3689
2013,379,"Carroll, Kentucky",65.31285638627374,2863,4269,1312,7168,729,7168,601
2013,380,"Bracken, Kentucky",68.51658221982616,2164,3252,939,5668,491,5668,475
2013,381,"Grant, Kentucky",67.42309744396225,6427,8334,2460,15671,902,15671,1546
2013,382,"Jackson, Kentucky",86.73894235789699,3985,5712,1090,9251,1479,9251,812
2013,383,"Casey, Kentucky",47.59718745009829,4214,6050,1515,11016,1957,11016,912
2013,384,"Henderson, Kentucky",87.03541134519301,12498,18787,4671,31722,1334,31722,2380
2013,385,"Campbell, Kentucky",1413.1704059983554,22673,35203,12660,60092,2203,60092,4553
2013,386,"Boyd, Kentucky",1298.3895310784637,13232,19530,5556,35126,1387,35126,2559
2013,387,"Carlisle, Kentucky",3.015314624062514,1534,2034,421,3537,201,3537,243
2013,388,"Adair, Kentucky",51.45740359498294,4948,7241,2009,12375,1775,12375,955
2013,389,"Hart, Kentucky",131.1305279889468,5011,7115,2005,12271,1539,12271,1226
2013,390,"Marion, Kentucky",56.60252661496556,4755,7368,2784,13509,1126,13509,1048
2013,391,"Trigg, Kentucky",12.748924877231085,4197,5935,1249,10135,524,10135,946
2013,392,"Marshall, Kentucky",30.02510631698262,8784,11963,3147,22593,1329,22593,1729
2013,393,"Lyon, Kentucky",32.00563444027118,1903,3294,1226,6593,281,6593,347
2013,394,"Washington, Kentucky",15.475574477181704,3322,4480,1376,7831,924,7831,660
2013,395,"Owen, Kentucky",27.770517406328388,3121,4601,1136,7392,289,7392,649
2013,396,"Carter, Kentucky",349.26815749802256,7151,10319,3125,18449,2010,18449,1503
2013,397,"Fayette, Kentucky",661.5026189262198,71828,123142,48375,194245,9202,194245,12290
2013,398,"Menifee, Kentucky",10.73551415159854,1608,2379,738,4320,624,4320,388
2013,399,"Bourbon, Kentucky",46.215721062162096,5407,7865,2390,13688,1172,13688,1124
2013,400,"Henry, Kentucky",44.97621712753496,4351,6008,1511,10499,779,10499,995
2013,401,"Madison, Kentucky",1010.4330732897836,20544,31484,12077,51571,3450,51571,3377
2013,402,"Hickman, Kentucky",5.291126942091666,1196,1983,558,3485,285,3485,294
2013,403,"Daviess, Kentucky",563.648979987224,25866,37677,10678,65223,2674,65223,5198
2013,404,"Johnson, Kentucky",68.59535715675685,6635,9154,2294,16229,1791,16229,1159
2013,405,"Magoffin, Kentucky",88.86352074439382,3530,4931,1503,8959,1593,8959,674
2013,406,"Estill, Kentucky",93.11404524647227,3968,5829,1677,10294,1500,10294,826
2013,407,"Boyle, Kentucky",72.67606500114522,7472,11100,3599,19335,1281,19335,1434
2013,408,"Logan, Kentucky",66.54104294040617,7455,10912,2563,18341,2133,18341,1363
2013,409,"Gallatin, Kentucky",21.191224641585933,2052,2995,727,5507,581,5507,539
2013,410,"Lewis, Kentucky",51.42283413641758,3630,5003,1624,9503,1453,9503,856
2013,411,"Jessamine, Kentucky",424.1041506214078,13441,18012,4894,31473,1638,31473,2910
2013,412,"Caldwell, Kentucky",68.61407307876127,3516,5232,1349,9075,555,9075,674
2013,413,"Nicholas, Kentucky",67.15177906721775,1974,2884,690,4915,526,4915,341
2013,414,"Rockcastle, Kentucky",99.9655384219193,4808,6605,1611,11762,1762,11762,850
2013,415,"Mercer, Kentucky",41.86968357665732,5996,8745,2048,14781,1077,14781,1296
2013,416,"Woodford, Kentucky",241.80363282576133,6606,9698,2600,17256,934,17256,1390
2013,417,"McLean, Kentucky",16.94754185309911,2651,3770,881,6562,484,6562,554
2013,418,"Barren, Kentucky",144.94551066921298,11733,16584,3686,28876,2902,28876,2246
2013,419,"Hancock, Kentucky",5.218569423725289,2610,3361,786,5770,347,5770,457
2013,420,"Crittenden, Kentucky",18.52682365388275,2451,3794,849,6498,779,6498,374
2013,421,"Franklin, Kentucky",140.1242156840153,12760,21058,6239,33841,1960,33841,2309
2013,422,"McCreary, Kentucky",35.37499951831035,4535,6312,2473,12370,2008,12370,1005
2013,423,"Greenup, Kentucky",96.2467447824237,10204,14465,3467,25908,1934,25908,1737
2013,424,"Fulton, Kentucky",119.12882816577752,1781,2744,756,4720,351,4720,396
2013,425,"Laurel, Kentucky",514.3430468484481,16887,22931,5515,40098,4420,40098,2878
2013,426,"Lincoln, Kentucky",72.77954027770814,6896,9692,2170,16785,1891,16785,1313
2013,427,"Clay, Kentucky",77.39891901147332,4939,7317,3341,14993,2915,14993,1220
2013,428,"Spencer, Kentucky",95.80669844551227,5122,6230,1585,11649,694,11649,1145
2013,429,"Livingston, Kentucky",35.922228318494845,2665,3569,917,6827,367,6827,459
2013,430,"Wayne, Kentucky",88.94016090142222,5770,8083,2180,14513,2325,14513,1189
2013,431,"Bullitt, Kentucky",179.1752678188016,20986,27874,7699,50580,2183,50580,4664
2013,432,"Montgomery, Kentucky",152.2318746892178,6773,10168,3183,18089,1581,18089,1414
2013,433,"McCracken, Kentucky",400.9326043977708,17563,27037,6665,46094,1998,46094,3461
2013,434,"Russell, Kentucky",39.42659179735202,4774,7270,1772,12277,1697,12277,744
2013,435,"Simpson, Kentucky",74.55157376258913,4547,6737,1746,11655,850,11655,949
2013,436,"Shelby, Kentucky",57.03847676915717,11749,15469,4441,28849,1853,28849,2742
2013,437,"Butler, Kentucky",98.20791121930574,3684,5124,1295,8808,1155,8808,801
2013,438,"Mason, Kentucky",80.03834628813864,4666,6569,1980,11829,839,11829,914
2013,439,"Grayson, Kentucky",59.06071270356764,6803,9897,2534,17449,2204,17449,1534
2013,440,"Elliott, Kentucky",20.82779022883137,1773,2618,1335,5451,972,5451,432
2013,441,"Anderson, Kentucky",69.10216872529298,6032,8323,1757,14521,733,14521,1329
2013,442,"Edmonson, Kentucky",22.415119927012352,3429,4766,1329,8462,855,8462,679
2013,443,"Allen, Kentucky",62.521089240548726,5629,8061,2009,13473,1556,13473,1120
2013,444,"Trimble, Kentucky",86.08650296560029,2558,3512,879,5964,279,5964,465
2013,445,"Knott, Kentucky",64.20366190177606,4067,5892,2054,11113,2061,11113,693
2013,446,"Robertson, Kentucky",5.225653648190122,552,884,259,1536,172,1536,88
2013,447,"Martin, Kentucky",52.892077071062374,3235,4449,1913,8854,1082,8854,601
2013,448,"Lee, Kentucky",89.92205923498015,1910,2951,1216,5494,799,5494,403
2013,449,"Owsley, Kentucky",31.654340167117038,1129,1721,368,3406,835,3406,239
2013,450,"Cumberland, Kentucky",13.511881596081835,1708,2604,687,4762,627,4762,327
2014,0,"Montgomery, Virginia",664.4534191638812,18757,34803,22645,51553,1878,51553,3165
2014,1,"Powhatan, Virginia",54.58849588629286,7696,9590,4262,20100,784,20100,1607
2014,2,"Rockbridge, Virginia",165.97240640942664,6235,9226,2466,16625,1091,16625,843
2014,3,"Henrico, Virginia",634.7881689303418,80049,123821,39945,214132,8579,214132,17486
2014,4,"Manassas Park (city), Virginia",18.036046167652053,3297,4526,1993,9785,888,9785,766
2014,5,"Dickenson, Virginia",55.60554161531878,4289,6200,1768,11222,1533,11222,702
2014,6,"Northumberland, Virginia",50.602071742054505,3862,5669,1194,9727,461,9727,562
2014,7,"Fairfax, Virginia",2212.888306648037,278935,391794,145367,759095,34722,759095,62959
2014,8,"Halifax, Virginia",108.56100608072956,9369,14472,4139,25414,2085,25414,1997
2014,9,"Fluvanna, Virginia",23.02155998688968,7155,9787,2215,18492,874,18492,1328
2014,10,"Augusta, Virginia",132.9195312668242,20654,28124,8792,53094,2603,53094,3743
2014,11,"Stafford, Virginia",275.5290432516114,34753,42763,16951,83859,1738,83859,9553
2014,12,"Loudoun, Virginia",810.7289226072022,85993,110047,34367,215348,7848,215348,21030
2014,13,"Wise, Virginia",918.3680328136207,10465,15517,6125,28296,3488,28296,2085
2014,14,"Mathews, Virginia",135.70312355866193,2774,3792,747,6873,105,6873,474
2014,15,"Buchanan, Virginia",89.08102812463302,6618,9406,3056,17639,3014,17639,1103
2014,16,"Waynesboro (city), Virginia",46.78137199397393,5589,8878,2349,14347,757,14347,1056
2014,17,"Albemarle, Virginia",104.18473186481951,24670,38537,13910,67953,2662,67953,4832
2014,18,"Grayson, Virginia",67.89450033955305,4270,6686,1395,11413,1375,11413,707
2014,19,"Nelson, Virginia",50.09739066334454,4046,6381,1591,10946,894,10946,662
2014,20,"Lexington (city), Virginia",11.505056937643548,857,1727,3268,2389,282,2389,242
2014,21,"Russell, Virginia",117.22768294790282,7386,11037,3069,20525,2818,20525,1270
2014,22,"Southampton, Virginia",218.65410389356538,4892,6654,2549,13321,965,13321,1025
2014,23,"Westmoreland, Virginia",101.47413329550558,4384,6981,2130,12852,1094,12852,546
2014,24,"Patrick, Virginia",55.9939259576666,5034,7678,1847,13657,1097,13657,800
2014,25,"Franklin, Virginia",374.6333710558788,16480,23248,5855,40264,2818,40264,2356
2014,26,"Lee, Virginia",91.54923468811155,6576,9597,3520,18570,2619,18570,1182
2014,27,"Campbell, Virginia",80.42764282610659,15226,21728,5963,38285,2351,38285,3209
2014,28,"Scott, Virginia",475.8055943270235,6538,9363,2251,16755,2287,16755,824
2014,29,"Dinwiddie, Virginia",34.72177036858633,7158,9956,4116,19544,1353,19544,1396
2014,30,"Carroll, Virginia",93.66881197484621,8532,12508,3086,21917,1739,21917,1433
2014,31,"Accomack, Virginia",45.39960283600064,9346,14289,3694,23796,1935,23796,1326
2014,32,"Northampton, Virginia",157.60465629122262,3039,5237,1423,9090,849,9090,436
2014,33,"Lunenburg, Virginia",42.950701159300024,3165,4634,2070,9221,924,9221,513
2014,34,"Lancaster, Virginia",27.226654052106902,3167,5283,1018,8858,387,8858,391
2014,35,"Buckingham, Virginia",160.71370413979767,4107,5802,3403,12381,1593,12381,872
2014,36,"Henry, Virginia",87.96776118565057,15037,22472,5487,38348,3179,38348,2779
2014,37,"Culpeper, Virginia",170.41970084666252,12342,16436,5523,31866,2129,31866,2815
2014,38,"Winchester (city), Virginia",209.41140603525312,6128,10692,4275,17755,1699,17755,1380
2014,39,"Orange, Virginia",69.47323172152208,9261,12433,3736,24043,1092,24043,1827
2014,40,"Chesterfield, Virginia",2412.33184933749,83117,115005,38917,213589,7168,213589,20206
2014,41,"Fauquier, Virginia",162.65720133355617,17227,23162,7074,45368,1516,45368,4168
2014,42,"Rockingham, Virginia",401.3055801997108,21342,29483,8305,52273,4565,52273,4065
2014,43,"Amelia, Virginia",29.652416259441306,3522,4761,1307,9086,623,9086,628
2014,44,"Mecklenburg, Virginia",168.05721366515306,8057,12857,3976,23377,1920,23377,1620
2014,45,"Washington, Virginia",161.3030615103983,15408,22842,5601,39667,2887,39667,2476
2014,46,"Wythe, Virginia",599.7597952585808,7976,11984,2945,21122,1487,21122,1392
2014,47,"Louisa, Virginia",78.45833807516122,9288,12811,3549,24165,1478,24165,1578
2014,48,"Shenandoah, Virginia",201.88456323643985,11987,17246,4483,30253,1929,30253,2285
2014,49,"Smyth, Virginia",275.68784499850335,8856,12852,3154,22852,2113,22852,1580
2014,50,"Richmond, Virginia",2056.7377877218246,1852,2800,1762,6836,583,6836,616
2014,51,"Greensville, Virginia",33.20299635100291,2463,3397,3447,8817,722,8817,626
2014,52,"Charles City, Virginia",18.35496101649541,1883,2832,976,5431,446,5431,400
2014,53,"Radford (city), Virginia",127.00747208308081,2451,5333,4581,6977,376,6977,617
2014,54,"Cumberland, Virginia",23.94726563421108,2739,4038,1401,6819,639,6819,506
2014,55,"Warren, Virginia",271.5578111724257,10138,14324,4770,26074,1251,26074,1917
2014,56,"Brunswick, Virginia",44.65837359435559,3999,5865,3261,12105,1443,12105,831
2014,57,"Page, Virginia",142.40557818240208,6771,9526,2830,17124,1767,17124,1274
2014,58,"Charlotte, Virginia",46.21132083433708,3239,4691,1648,8599,782,8599,614
2014,59,"Highland, Virginia",2.0693803487582594,720,1067,183,1806,157,1806,92
2014,60,"Giles, Virginia",70.14633210227969,4992,7253,1829,12110,932,12110,713
2014,61,"New Kent, Virginia",33.302076535170904,5487,7106,1992,13640,333,13640,1156
2014,62,"Pulaski, Virginia",281.8473194400998,10171,15125,3728,25592,1665,25592,1535
2014,63,"Caroline, Virginia",72.92776839523943,8044,10728,3175,19796,1124,19796,1377
2014,64,"Virginia Beach (city), Virginia",928.9617106760796,114020,165296,60831,294652,5618,294652,22853
2014,65,"Bedford, Virginia",131.11091897405782,21338,30122,7752,54142,2364,54142,4174
2014,66,"Pittsylvania, Virginia",286.83783840788675,18209,26029,7069,45476,3607,45476,3280
2014,67,"Prince William, Virginia",1613.1750496197535,104407,134737,53528,269324,13328,269324,25532
2014,68,"Botetourt, Virginia",125.02246617504903,10041,12867,2970,23818,744,23818,1905
2014,69,"Isle of Wight, Virginia",178.60367278749413,10251,13519,3528,25178,1282,25178,2105
2014,70,"Goochland, Virginia",17.403842562333313,6467,8212,2222,16160,546,16160,1218
2014,71,"Frederick, Virginia",194.36571511043806,21681,29184,8739,54620,2888,54620,4922
2014,72,"Bland, Virginia",10.375134222297666,1775,2591,969,5166,454,5166,383
2014,73,"Hanover, Virginia",759.752836659567,28193,37041,10688,67945,1587,67945,6621
2014,74,"Chesapeake (city), Virginia",675.6622701661631,60216,80388,28713,149636,3699,149636,13821
2014,75,"Essex, Virginia",73.6132351995697,2662,4288,1597,7726,620,7726,515
2014,76,"Sussex, Virginia",29.735656527063266,2022,3261,4229,8979,1000,8979,1097
2014,77,"Madison, Virginia",22.963154717886127,3624,5093,1457,9347,548,9347,802
2014,78,"Middlesex, Virginia",21.311626389872345,2986,4432,1162,8318,197,8318,424
2014,79,"Bath, Virginia",12.493159596310033,1343,2225,269,3620,234,3620,223
2014,80,"Arlington, Virginia",396.5699359917007,44558,96264,44474,165544,6298,165544,6232
2014,81,"Nottoway, Virginia",47.5087104331857,3686,5640,2736,11178,1284,11178,829
2014,82,"Greene, Virginia",44.594149090390275,5082,6965,2002,12878,691,12878,927
2014,83,"Covington (city), Virginia",0.5,1410,2468,794,3992,165,3992,291
2014,84,"Tazewell, Virginia",320.4992461410785,12369,18306,4637,31931,3108,31931,2072
2014,85,"Charlottesville (city), Virginia",129.84847805012663,7682,17604,10502,26533,1273,26533,1451
2014,86,"Craig, Virginia",52.570091654417915,1451,2151,308,3791,235,3791,154
2014,87,"Alleghany, Virginia",115.7820959725854,4374,6714,1656,11836,688,11836,711
2014,88,"Gloucester, Virginia",108.58321900424696,10312,14074,3785,26136,838,26136,2257
2014,89,"Norfolk (city), Virginia",133.0672560792282,50026,86397,53194,147486,5265,147486,9350
2014,90,"Suffolk (city), Virginia",121.43660101221028,22600,30798,9728,56441,2383,56441,4769
2014,91,"Clarke, Virginia",22.561535465355906,3812,5619,1515,10136,287,10136,912
2014,92,"Petersburg (city), Virginia",311.99310676750935,7197,12515,6101,22015,2029,22015,1532
2014,93,"Surry, Virginia",5.103528461315425,1895,2652,844,4927,344,4927,400
2014,94,"Falls Church (city), Virginia",26.066441669694303,3135,4966,1873,8744,99,8744,669
2014,95,"Rappahannock, Virginia",36.24749651333516,2151,3281,792,5578,373,5578,358
2014,96,"Galax (city), Virginia",12.87635025385267,1724,2968,938,4996,535,4996,432
2014,97,"Martinsville (city), Virginia",48.261260220273876,3315,5974,1464,9559,863,9559,696
2014,98,"James City, Virginia",92.81245448794235,19768,27665,7257,50110,1122,50110,3791
2014,99,"Danville (city), Virginia",84.16961519608415,11031,18520,5802,29264,2338,29264,1998
2014,100,"Amherst, Virginia",90.91812575830787,8459,12577,4124,22365,1470,22365,1859
2014,101,"Harrisonburg (city), Virginia",99.94108763337027,8048,15881,12053,23420,1870,23420,1412
2014,102,"Fredericksburg (city), Virginia",182.68334435619022,5440,9849,4463,15482,384,15482,780
2014,103,"Roanoke, Virginia",824.7436010987195,25573,38197,8972,66435,1989,66435,5194
2014,104,"Appomattox, Virginia",51.5559337969764,4497,5964,1485,10815,699,10815,715
2014,105,"Portsmouth (city), Virginia",94.31245598434968,23674,36764,14539,63228,3235,63228,4750
2014,106,"Newport News (city), Virginia",189.8152047556883,42998,68987,27804,114288,4307,114288,8988
2014,107,"Spotsylvania, Virginia",322.3855263742327,33285,42280,14192,81642,2823,81642,8382
2014,108,"Salem (city), Virginia",93.55083965999809,6200,9953,3541,16784,776,16784,1366
2014,109,"Staunton (city), Virginia",57.038975622660864,5910,10503,2692,16952,797,16952,871
2014,110,"Bristol (city), Virginia",237.89912224866532,5004,7764,1999,12435,838,12435,835
2014,111,"Williamsburg (city), Virginia",16.687060983432126,2213,4365,3663,7128,323,7128,290
2014,112,"Floyd, Virginia",98.32499845712137,4048,6086,1668,11258,858,11258,837
2014,113,"Alexandria (city), Virginia",88.24082795668157,31353,65916,24249,111478,4666,111478,4391
2014,114,"Norton (city), Virginia",0.375,885,1655,421,2663,294,2663,265
2014,115,"Lynchburg (city), Virginia",75.6099559103562,16199,28424,14787,43722,2112,43722,3545
2014,116,"York, Virginia",178.2406490268417,18741,23970,7015,43351,889,43351,4634
2014,117,"Emporia (city), Virginia",32.966448423662925,1422,2420,852,3843,542,3843,256
2014,118,"Poquoson (city), Virginia",23.375908081484077,3507,4627,1324,8363,274,8363,833
2014,119,"Hopewell (city), Virginia",25.935500602586693,5449,8774,3239,14838,756,14838,1090
2014,120,"Buena Vista (city), Virginia",12.041493755585131,1789,2741,905,4172,478,4172,283
2014,121,"Colonial Heights (city), Virginia",97.96547462838907,4554,7025,1961,12033,581,12033,928
2014,122,"Logan, West Virginia",349.87820502817857,10144,14444,3689,26006,2588,26006,1553
2014,123,"Hardy, West Virginia",208.6109818162874,3297,5169,1627,10189,769,10189,685
2014,124,"Tucker, West Virginia",0.8162096783037748,1938,2969,688,5213,211,5213,379
