经度,纬度,年份,数目,地名,药物
-76.9455,41.3265,2014,1,"Lycoming, Pennsylvania",Oxymorphone
-79.1911,37.4004,2014,2,"Lynchburg (city), Virginia",Heroin
-84.2928,37.724,2014,21,"Madison, Kentucky",Methadone
-78.3261,38.4879,2014,1,"Madison, Virginia",Fentanyl
-78.3261,38.4879,2014,7,"Madison, Virginia",Oxycodone
-78.3261,38.4879,2014,1,"Madison, Virginia",Oxymorphone
-83.1516,37.7015,2014,1,"Magoffin, Kentucky",Heroin
-81.0231,40.9207,2014,46,"Mahoning, Ohio",Buprenorphine
-81.0231,40.9207,2014,68,"Mahoning, Ohio",Hydrocodone
-85.2625,37.5156,2014,15,"Marion, Kentucky",Heroin
-83.2077,40.5321,2014,9,"Marion, Ohio",Hydrocodone
-83.2077,40.5321,2014,3,"Marion, Ohio",Morphine
-88.4656,36.867,2014,3,"Marshall, Kentucky",Methadone
-88.612,36.9728,2014,4,"McCracken, Kentucky",Fentanyl
-88.612,36.9728,2014,11,"McCracken, Kentucky",Heroin
-88.612,36.9728,2014,3,"McCracken, Kentucky",Methadone
-84.4395,36.6648,2014,2,"McCreary, Kentucky",Tramadol
-81.3572,37.3675,2014,2,"McDowell, West Virginia",Hydrocodone
-81.3572,37.3675,2014,1,"McDowell, West Virginia",Tramadol
-78.66,41.8694,2014,13,"McKean, Pennsylvania",Buprenorphine
-78.66,41.8694,2014,5,"McKean, Pennsylvania",Hydrocodone
-85.9915,37.9366,2014,1,"Meade, Kentucky",Codeine
-85.9915,37.9366,2014,1,"Meade, Kentucky",Hydromorphone
-85.9915,37.9366,2014,1,"Meade, Kentucky",Morphine
-78.3908,36.666,2014,1,"Mecklenburg, Virginia",Buprenorphine
-82.0122,41.0348,2014,2,"Medina, Ohio",Tramadol
-84.9097,37.6965,2014,2,"Mercer, Kentucky",Buprenorphine
-84.7761,40.4113,2014,4,"Mercer, Ohio",Buprenorphine
-80.0893,41.1572,2014,1,"Mercer, Pennsylvania",Methorphan
-80.964,37.4362,2014,14,"Mercer, West Virginia",Hydrocodone
-84.4084,39.9951,2014,2,"Miami, Ohio",Mitragynine
-84.4084,39.9951,2014,12,"Miami, Ohio",Oxycodone
-77.8141,40.5331,2014,3,"Mifflin, Pennsylvania",Buprenorphine
-82.1696,37.6262,2014,3,"Mingo, West Virginia",Hydrocodone
-82.1696,37.6262,2014,1,"Mingo, West Virginia",Morphine
-75.418,41.177,2014,1,"Monroe, Pennsylvania",Fentanyl
-75.418,41.177,2014,40,"Monroe, Pennsylvania",Oxycodone
-75.418,41.177,2014,1,"Monroe, Pennsylvania",Oxymorphone
-83.8925,37.997,2014,12,"Montgomery, Kentucky",Hydrocodone
-84.3165,39.7927,2014,73,"Montgomery, Ohio",Buprenorphine
-84.3165,39.7927,2014,14,"Montgomery, Ohio",Codeine
-75.2744,40.2111,2014,8,"Montgomery, Pennsylvania",Oxycodone
-80.4405,37.0675,2014,1,"Montgomery, Virginia",Methadone
-81.9154,39.7373,2014,1,"Morgan, Ohio",Hydrocodone
-82.6618,40.6209,2014,37,"Morrow, Ohio",Heroin
-82.018,39.9037,2014,3,"Muskingum, Ohio",Methadone
-83.8866,38.302,2014,11,"Nicholas, Kentucky",Oxycodone
-75.2024,40.6295,2014,18,"Northampton, Pennsylvania",Oxycodone
-76.3477,37.8832,2014,1,"Northumberland, Virginia",Hydromorphone
-76.3477,37.8832,2014,1,"Northumberland, Virginia",Morphine
-85.4839,38.3355,2014,14,"Oldham, Kentucky",Buprenorphine
-85.4839,38.3355,2014,2,"Oldham, Kentucky",Hydrocodone
-78.1125,38.2484,2014,7,"Orange, Virginia",Oxycodone
-78.1125,38.2484,2014,3,"Orange, Virginia",Oxymorphone
-83.6802,37.4743,2014,3,"Owsley, Kentucky",Oxycodone
-78.4545,38.6653,2014,9,"Page, Virginia",Heroin
-78.4545,38.6653,2014,10,"Page, Virginia",Methadone
-80.3578,36.7168,2014,5,"Patrick, Virginia",Methadone
-84.7378,41.1798,2014,3,"Paulding, Ohio",Oxycodone
-83.2752,37.2245,2014,24,"Perry, Kentucky",Buprenorphine
-83.2752,37.2245,2014,40,"Perry, Kentucky",Hydrocodone
-77.0278,40.3951,2014,2,"Perry, Pennsylvania",Morphine
-77.3914,37.2042,2014,6,"Petersburg (city), Virginia",Heroin
-75.134,40.0076,2014,1,"Philadelphia, Pennsylvania",ANPP
-75.134,40.0076,2014,29,"Philadelphia, Pennsylvania",Fentanyl
-75.134,40.0076,2014,3297,"Philadelphia, Pennsylvania",Heroin
-75.134,40.0076,2014,2,"Philadelphia, Pennsylvania",Propoxyphene
-75.134,40.0076,2014,2,"Philadelphia, Pennsylvania",Tramadol
-82.0632,37.4807,2014,2,"Pike, Kentucky",Fentanyl
-82.0632,37.4807,2014,7,"Pike, Kentucky",Heroin
-82.0632,37.4807,2014,1,"Pike, Kentucky",Methadone
-82.9102,39.1517,2014,4,"Pike, Ohio",Buprenorphine
-79.4196,36.6716,2014,3,"Pittsylvania, Virginia",Buprenorphine
-79.4196,36.6716,2014,8,"Pittsylvania, Virginia",Hydrocodone
-79.4196,36.6716,2014,3,"Pittsylvania, Virginia",Tramadol
-81.0501,41.0245,2014,233,"Portage, Ohio",Heroin
-81.0501,41.0245,2014,7,"Portage, Ohio",Methadone
-76.354,36.8468,2014,1,"Portsmouth (city), Virginia",Fentanyl
-76.354,36.8468,2014,6,"Portsmouth (city), Virginia",Oxycodone
-83.9691,37.9059,2014,2,"Powell, Kentucky",Hydromorphone
-77.9267,37.5427,2014,1,"Powhatan, Virginia",Fentanyl
-77.9267,37.5427,2014,10,"Powhatan, Virginia",Oxycodone
-77.2604,38.6823,2014,4,"Prince William, Virginia",Heroin
-77.2604,38.6823,2014,144,"Prince William, Virginia",Oxycodone
-81.192,36.8862,2014,1,"Wythe, Virginia",Codeine
-81.192,36.8862,2014,54,"Wythe, Virginia",Oxycodone
-81.192,36.8862,2014,5,"Wythe, Virginia",Oxymorphone
-76.5841,39.9163,2014,50,"York, Pennsylvania",Fentanyl
-76.5841,39.9163,2014,10,"York, Pennsylvania",Morphine
-76.5841,39.9163,2014,8,"York, Pennsylvania",Tramadol
-85.3197,37.1803,2015,1,"Adair, Kentucky",Heroin
-83.4713,38.8559,2015,20,"Adams, Ohio",Fentanyl
-83.4713,38.8559,2015,1,"Adams, Ohio",Tramadol
-79.9795,37.8865,2015,18,"Alleghany, Virginia",Oxycodone
-79.9795,37.8865,2015,3,"Alleghany, Virginia",Oxymorphone
-80.1873,40.4001,2015,105,"Allegheny, Pennsylvania",Hydrocodone
-80.1873,40.4001,2015,40,"Allegheny, Pennsylvania",Tramadol
-79.1058,37.4487,2015,6,"Amherst, Virginia",Hydrocodone
-77.1011,38.8786,2015,4,"Arlington, Virginia",Tramadol
-79.4603,40.9185,2015,113,"Armstrong, Pennsylvania",Heroin
-82.2818,40.9214,2015,215,"Ashland, Ohio",Heroin
-80.6173,41.8567,2015,5,"Ashtabula, Ohio",Codeine
-80.6173,41.8567,2015,5,"Ashtabula, Ohio",Methadone
-82.1261,39.4005,2015,41,"Athens, Ohio",Buprenorphine
-84.146,40.6513,2015,6,"Auglaize, Ohio",Oxycodone
-79.0087,38.1939,2015,6,"Augusta, Virginia",Oxycodone
-79.0087,38.1939,2015,1,"Augusta, Virginia",Oxymorphone
-88.8827,37.0846,2015,1,"Ballard, Kentucky",Heroin
-85.9264,37.0048,2015,13,"Barren, Kentucky",Hydrocodone
-85.9264,37.0048,2015,11,"Barren, Kentucky",Oxycodone
-78.5075,40.2592,2015,1,"Bedford, Pennsylvania",Acetyl fentanyl
-78.5075,40.2592,2015,3,"Bedford, Pennsylvania",Fentanyl
-78.5075,40.2592,2015,1,"Bedford, Pennsylvania",Methadone
-79.7253,37.3866,2015,4,"Bedford, Virginia",Fentanyl
-79.7253,37.3866,2015,18,"Bedford, Virginia",Hydrocodone
-79.7253,37.3866,2015,1,"Bedford, Virginia",Tramadol
-83.8774,36.5942,2015,1,"Bell, Kentucky",Fentanyl
-83.8774,36.5942,2015,6,"Bell, Kentucky",Tramadol
-81.1313,40.1621,2015,108,"Belmont, Ohio",Heroin
-76.1391,40.3495,2015,424,"Berks, Pennsylvania",Heroin
-76.1391,40.3495,2015,39,"Berks, Pennsylvania",Oxycodone
-78.2272,40.6864,2015,7,"Blair, Pennsylvania",Codeine
-78.2272,40.6864,2015,209,"Blair, Pennsylvania",Heroin
-78.2272,40.6864,2015,5,"Blair, Pennsylvania",Methadone
-84.6731,38.9472,2015,1,"Boone, Kentucky",Oxymorphone
-81.7138,37.9713,2015,2,"Boone, West Virginia",Buprenorphine
-79.8779,37.4167,2015,1,"Botetourt, Virginia",Hydromorphone
-82.7816,38.3354,2015,89,"Boyd, Kentucky",Oxycodone
-82.7816,38.3354,2015,3,"Boyd, Kentucky",Oxymorphone
-84.0666,38.6818,2015,1,"Bracken, Kentucky",Acetyl fentanyl
-76.1763,41.7606,2015,4,"Bradford, Pennsylvania",Hydrocodone
-76.1763,41.7606,2015,1,"Bradford, Pennsylvania",Tramadol
-83.4585,37.4215,2015,3,"Breathitt, Kentucky",Buprenorphine
-81.8015,37.2473,2015,1,"Buchanan, Virginia",Codeine
-81.8015,37.2473,2015,19,"Buchanan, Virginia",Oxycodone
-81.8015,37.2473,2015,1,"Buchanan, Virginia",Oxymorphone
-78.6333,37.494,2015,3,"Buckingham, Virginia",Buprenorphine
-74.8852,40.1015,2015,542,"Bucks, Pennsylvania",Heroin
-84.5652,39.3938,2015,3,"Butler, Ohio",Codeine
-84.5652,39.3938,2015,8,"Butler, Ohio",Methadone
-79.74,40.9505,2015,155,"Butler, Pennsylvania",Heroin
-78.8446,40.4111,2015,367,"Cambria, Pennsylvania",Heroin
-78.8446,40.4111,2015,2,"Cambria, Pennsylvania",Methadone
-84.4815,39.0401,2015,85,"Campbell, Kentucky",Fentanyl
-84.4815,39.0401,2015,5,"Campbell, Kentucky",Methadone
-77.3473,38.0533,2015,2,"Caroline, Virginia",Hydromorphone
-85.0681,38.6098,2015,5,"Carroll, Kentucky",Buprenorphine
-80.6997,36.6771,2015,16,"Carroll, Virginia",Oxycodone
-82.9371,38.3318,2015,7,"Carter, Kentucky",Hydrocodone
-84.9875,37.4551,2015,9,"Casey, Kentucky",Buprenorphine
-77.7057,40.98,2015,4,"Centre, Pennsylvania",Fentanyl
-77.7057,40.98,2015,3,"Centre, Pennsylvania",Hydromorphone
-77.7057,40.98,2015,3,"Centre, Pennsylvania",Methadone
-83.9635,40.2174,2015,1,"Champaign, Ohio",Codeine
-78.601,36.9933,2015,5,"Charlotte, Virginia",Hydromorphone
-75.885,39.9639,2015,2,"Chester, Pennsylvania",Codeine
-75.885,39.9639,2015,3,"Chester, Pennsylvania",Oxymorphone
-77.6492,37.506,2015,31,"Chesterfield, Virginia",Buprenorphine
-87.4875,37.12,2015,2,"Christian, Kentucky",Heroin
-79.3803,41.2106,2015,9,"Clarion, Pennsylvania",Buprenorphine
-84.0243,39.8862,2015,1,"Clark, Ohio",Tramadol
-84.1532,39.2325,2015,292,"Clermont, Ohio",Heroin
-85.0683,36.8051,2015,8,"Clinton, Kentucky",Hydrocodone
-85.0683,36.8051,2015,1,"Clinton, Kentucky",Tramadol
-83.8109,39.3224,2015,20,"Clinton, Ohio",Hydrocodone
-76.4969,41.0177,2015,4,"Columbia, Pennsylvania",Buprenorphine
-80.675,40.8871,2015,26,"Columbiana, Ohio",Buprenorphine
-80.675,40.8871,2015,5,"Columbiana, Ohio",Propoxyphene
-80.1395,37.4293,2015,1,"Craig, Virginia",Oxycodone
-82.7773,40.7392,2015,36,"Crawford, Ohio",Buprenorphine
-88.1411,37.2198,2015,1,"Crittenden, Kentucky",Buprenorphine
-85.5053,36.8319,2015,2,"Cumberland, Kentucky",Oxycodone
-78.0883,37.6674,2015,4,"Cumberland, Virginia",Oxycodone
-81.5348,41.4948,2015,286,"Cuyahoga, Ohio",Fentanyl
-81.5348,41.4948,2015,19,"Cuyahoga, Ohio",Morphine
-81.5348,41.4948,2015,88,"Cuyahoga, Ohio",Tramadol
-84.6384,40.2802,2015,13,"Darke, Ohio",Fentanyl
-84.6384,40.2802,2015,7,"Darke, Ohio",Hydrocodone
-76.8843,40.2752,2015,24,"Dauphin, Pennsylvania",Hydrocodone
-76.8843,40.2752,2015,9,"Dauphin, Pennsylvania",Tramadol
-84.2855,41.3259,2015,6,"Defiance, Ohio",Methadone
-75.4338,39.894,2015,21,"Delaware, Pennsylvania",Codeine
-75.4338,39.894,2015,22,"Delaware, Pennsylvania",Methadone
-75.4338,39.894,2015,6,"Delaware, Pennsylvania",Methorphan
-80.7407,39.1254,2015,3,"Doddridge, West Virginia",Heroin
-77.2604,38.6823,2014,10,"Prince William, Virginia",Oxymorphone
-84.6329,37.1745,2014,1,"Pulaski, Kentucky",Fentanyl
-84.6329,37.1745,2014,9,"Pulaski, Kentucky",Heroin
-84.6329,37.1745,2014,2,"Pulaski, Kentucky",Methadone
-80.7255,36.9342,2014,28,"Pulaski, Virginia",Oxycodone
-80.7255,36.9342,2014,1,"Pulaski, Virginia",Oxymorphone
-79.8967,38.7968,2014,4,"Randolph, West Virginia",Hydrocodone
-82.4502,40.9345,2014,31,"Richland, Ohio",Oxycodone
-82.4502,40.9345,2014,1,"Richland, Ohio",Oxymorphone
-76.6625,37.9501,2014,1,"Richmond, Virginia",Morphine
-81.3531,38.8025,2014,1,"Roane, West Virginia",Heroin
-79.8886,37.2747,2014,13,"Roanoke, Virginia",Buprenorphine
-84.4144,37.4027,2014,1,"Rockcastle, Kentucky",Codeine
-84.4144,37.4027,2014,5,"Rockcastle, Kentucky",Morphine
-80.0554,37.2864,2014,1,"Salem (city), Virginia",Oxycodone
-76.235,40.8565,2014,21,"Schuylkill, Pennsylvania",Buprenorphine
-82.842,38.7383,2014,17,"Scioto, Ohio",Hydrocodone
-82.842,38.7383,2014,2,"Scioto, Ohio",Tramadol
-85.0744,38.137,2014,1,"Shelby, Kentucky",Fentanyl
-85.0744,38.137,2014,4,"Shelby, Kentucky",Oxycodone
-85.0744,38.137,2014,1,"Shelby, Kentucky",Oxymorphone
-84.2597,40.4389,2014,4,"Shelby, Ohio",Buprenorphine
-78.3681,39.0551,2014,1,"Shenandoah, Virginia",Meperidine
-86.7347,36.7509,2014,1,"Simpson, Kentucky",Morphine
-77.3107,40.7078,2014,8,"Snyder, Pennsylvania",Heroin
-78.772,39.9834,2014,2,"Somerset, Pennsylvania",Fentanyl
-78.772,39.9834,2014,1,"Somerset, Pennsylvania",Hydrocodone
-77.5885,38.1982,2014,1,"Spotsylvania, Virginia",Codeine
-77.4655,38.3319,2014,1,"Stafford, Virginia",Meperidine
-81.5219,41.0802,2014,33,"Summit, Ohio",Buprenorphine
-81.5219,41.0802,2014,1,"Summit, Ohio",Meperidine
-75.8762,41.8332,2014,4,"Susquehanna, Pennsylvania",Codeine
-81.6387,37.1909,2014,166,"Tazewell, Virginia",Hydrocodone
-81.6387,37.1909,2014,5,"Tazewell, Virginia",Tramadol
-77.069,41.6795,2014,1,"Tioga, Pennsylvania",Oxycodone
-85.3174,38.5955,2014,1,"Trimble, Kentucky",Hydromorphone
-80.6656,41.462,2014,9,"Trumbull, Ohio",Fentanyl
-80.6656,41.462,2014,4,"Trumbull, Ohio",Morphine
-77.1564,40.9002,2014,3,"Union, Pennsylvania",Heroin
-80.2279,38.9927,2014,1,"Upshur, West Virginia",Fentanyl
-80.2279,38.9927,2014,16,"Upshur, West Virginia",Oxycodone
-79.8736,41.4998,2014,34,"Venango, Pennsylvania",Heroin
-82.5243,39.1591,2014,3,"Vinton, Ohio",Heroin
-84.1236,39.3496,2014,28,"Warren, Ohio",Fentanyl
-84.1236,39.3496,2014,39,"Warren, Ohio",Oxycodone
-79.0941,41.7806,2014,3,"Warren, Pennsylvania",Buprenorphine
-79.0941,41.7806,2014,3,"Warren, Pennsylvania",Hydrocodone
-78.1033,38.9231,2014,32,"Warren, Virginia",Buprenorphine
-78.1033,38.9231,2014,1,"Warren, Virginia",Codeine
-85.0701,37.7355,2014,1,"Washington, Kentucky",Hydrocodone
-81.4562,39.6314,2014,1,"Washington, Ohio",Hydromorphone
-80.4091,40.3264,2014,8,"Washington, Pennsylvania",Fentanyl
-80.4091,40.3264,2014,24,"Washington, Pennsylvania",Oxycodone
-80.4091,40.3264,2014,2,"Washington, Pennsylvania",Oxymorphone
-81.6382,36.666,2014,3,"Washington, Virginia",Heroin
-84.8506,36.8404,2014,2,"Wayne, Kentucky",Methadone
-81.9948,40.9864,2014,10,"Wayne, Ohio",Buprenorphine
-87.7342,37.4662,2014,1,"Webster, Kentucky",Morphine
-79.677,40.3312,2014,5,"Westmoreland, Pennsylvania",Morphine
-76.8229,38.0941,2014,3,"Westmoreland, Virginia",Morphine
-80.7316,39.5689,2014,2,"Wetzel, West Virginia",Buprenorphine
-80.7316,39.5689,2014,2,"Wetzel, West Virginia",Hydrocodone
-84.418,41.5024,2014,4,"Williams, Ohio",Heroin
-84.418,41.5024,2014,1,"Williams, Ohio",Oxycodone
-76.7075,37.2691,2014,1,"Williamsburg (city), Virginia",Methadone
-78.1745,39.1734,2014,1,"Winchester (city), Virginia",Morphine
-82.7774,36.8615,2014,5,"Wise, Virginia",Morphine
-83.5166,37.8301,2014,1,"Wolfe, Kentucky",Heroin
-84.7563,37.972,2014,4,"Woodford, Kentucky",Buprenorphine
-83.3836,40.95,2014,1,"Wyandot, Ohio",Methadone
-76.5841,39.9163,2014,11,"York, Pennsylvania",Methadone
-76.433,37.1982,2014,3,"York, Virginia",Hydromorphone
-75.7182,37.6917,2015,6,"Accomack, Virginia",Heroin
-83.4713,38.8559,2015,1,"Adams, Ohio",Methadone
-77.1569,39.8826,2015,1,"Adams, Pennsylvania",Hydromorphone
-78.5222,38.041,2015,1,"Albemarle, Virginia",Buprenorphine
-79.9795,37.8865,2015,7,"Alleghany, Virginia",Buprenorphine
-80.1873,40.4001,2015,315,"Allegheny, Pennsylvania",Buprenorphine
-80.1873,40.4001,2015,1,"Allegheny, Pennsylvania",Propoxyphene
-84.0848,40.8305,2015,7,"Allen, Ohio",Morphine
-84.935,38.089,2015,1,"Anderson, Kentucky",Morphine
-79.4603,40.9185,2015,2,"Armstrong, Pennsylvania",Hydrocodone
-79.4603,40.9185,2015,1,"Armstrong, Pennsylvania",Morphine
-79.4603,40.9185,2015,2,"Armstrong, Pennsylvania",Tramadol
-80.6173,41.8567,2015,1,"Ashtabula, Ohio",Acetyl fentanyl
-80.6173,41.8567,2015,14,"Ashtabula, Ohio",Fentanyl
-80.6173,41.8567,2015,37,"Ashtabula, Ohio",Oxycodone
-79.0087,38.1939,2015,15,"Augusta, Virginia",Buprenorphine
-85.9264,37.0048,2015,7,"Barren, Kentucky",Heroin
-83.6156,38.1193,2015,2,"Bath, Kentucky",Fentanyl
-83.6156,38.1193,2015,56,"Bath, Kentucky",Oxycodone
-79.5709,38.1948,2015,2,"Bath, Virginia",Morphine
-80.4738,40.5989,2015,5,"Beaver, Pennsylvania",Hydrocodone
-80.4738,40.5989,2015,1,"Beaver, Pennsylvania",Morphine
-83.8774,36.5942,2015,3,"Bell, Kentucky",Methadone
-81.1313,40.1621,2015,7,"Belmont, Ohio",Hydrocodone
-81.1313,40.1621,2015,5,"Belmont, Ohio",Morphine
-77.9779,39.458,2015,1,"Berkeley, West Virginia",Oxymorphone
-76.1391,40.3495,2015,4,"Berks, Pennsylvania",Hydrocodone
-78.2272,40.6864,2015,6,"Blair, Pennsylvania",Fentanyl
-78.2272,40.6864,2015,10,"Blair, Pennsylvania",Hydrocodone
-83.6156,38.1193,2015,2,"Bath, Kentucky",Methadone
-80.4738,40.5989,2015,11,"Beaver, Pennsylvania",Buprenorphine
-80.4738,40.5989,2015,1,"Beaver, Pennsylvania",Codeine
-78.5075,40.2592,2015,22,"Bedford, Pennsylvania",Heroin
-79.7253,37.3866,2015,3,"Bedford, Virginia",Hydromorphone
-79.7253,37.3866,2015,3,"Bedford, Virginia",Morphine
-81.1313,40.1621,2015,22,"Belmont, Ohio",Buprenorphine
-81.1313,40.1621,2015,1,"Belmont, Ohio",Codeine
-77.9779,39.458,2015,1,"Berkeley, West Virginia",Acetyl fentanyl
-77.9779,39.458,2015,10,"Berkeley, West Virginia",Fentanyl
-77.9779,39.458,2015,102,"Berkeley, West Virginia",Heroin
-77.9779,39.458,2015,1,"Berkeley, West Virginia",Tramadol
-76.1391,40.3495,2015,14,"Berks, Pennsylvania",Fentanyl
-78.2272,40.6864,2015,39,"Blair, Pennsylvania",Buprenorphine
-81.1501,37.1521,2015,1,"Bland, Virginia",Oxycodone
-84.6731,38.9472,2015,8,"Boone, Kentucky",Morphine
-79.8779,37.4167,2015,4,"Botetourt, Virginia",Buprenorphine
-81.8015,37.2473,2015,31,"Buchanan, Virginia",Hydrocodone
-74.8852,40.1015,2015,36,"Bucks, Pennsylvania",Buprenorphine
-74.8852,40.1015,2015,6,"Bucks, Pennsylvania",Codeine
-84.5652,39.3938,2015,708,"Butler, Ohio",Heroin
-84.5652,39.3938,2015,2,"Butler, Ohio",Thebaine
-88.4381,36.5892,2015,1,"Calloway, Kentucky",Buprenorphine
-84.4815,39.0401,2015,17,"Campbell, Kentucky",Buprenorphine
-79.2895,37.2338,2015,4,"Campbell, Virginia",Buprenorphine
-77.3473,38.0533,2015,16,"Caroline, Virginia",Heroin
-77.3473,38.0533,2015,4,"Caroline, Virginia",Methadone
-85.0681,38.6098,2015,1,"Carroll, Kentucky",Methadone
-80.6997,36.6771,2015,23,"Carroll, Virginia",Hydrocodone
-80.6997,36.6771,2015,2,"Carroll, Virginia",Morphine
-80.6997,36.6771,2015,2,"Carroll, Virginia",Tramadol
-82.9371,38.3318,2015,3,"Carter, Kentucky",Morphine
-77.7057,40.98,2015,24,"Centre, Pennsylvania",Buprenorphine
-83.9635,40.2174,2015,22,"Champaign, Ohio",Hydrocodone
-83.9635,40.2174,2015,1,"Champaign, Ohio",Tramadol
-78.601,36.9933,2015,7,"Charlotte, Virginia",Buprenorphine
-75.885,39.9639,2015,1,"Chester, Pennsylvania",Methorphan
-77.6492,37.506,2015,1,"Chesterfield, Virginia",Acetyl fentanyl
-87.4875,37.12,2015,5,"Christian, Kentucky",Buprenorphine
-84.1908,38.0014,2015,2,"Clark, Kentucky",Tramadol
-77.9823,39.1508,2015,17,"Clarke, Virginia",Heroin
-83.7635,37.1464,2015,24,"Clay, Kentucky",Buprenorphine
-81.0815,38.4662,2015,1,"Clay, West Virginia",Oxymorphone
-78.7749,41.1062,2015,8,"Clearfield, Pennsylvania",Oxycodone
-78.7749,41.1062,2015,1,"Clearfield, Pennsylvania",Oxymorphone
-84.1532,39.2325,2015,27,"Clermont, Ohio",Buprenorphine
-84.1532,39.2325,2015,3,"Clermont, Ohio",Codeine
-83.8109,39.3224,2015,1,"Clinton, Ohio",Codeine
-83.8109,39.3224,2015,3,"Clinton, Ohio",Morphine
-77.5306,41.0094,2015,9,"Clinton, Pennsylvania",Buprenorphine
-76.4969,41.0177,2015,2,"Columbia, Pennsylvania",Methadone
-81.7517,40.2761,2015,9,"Coshocton, Ohio",Oxycodone
-80.1395,37.4293,2015,2,"Craig, Virginia",Hydrocodone
-82.7773,40.7392,2015,1,"Crawford, Ohio",Acetyl fentanyl
-82.7773,40.7392,2015,14,"Crawford, Ohio",Fentanyl
-79.8364,41.8176,2015,1,"Crawford, Pennsylvania",Tramadol
-77.8267,38.416,2015,1,"Culpeper, Virginia",Codeine
-78.0883,37.6674,2015,2,"Cumberland, Virginia",Hydrocodone
-84.6384,40.2802,2015,2,"Darke, Ohio",Oxycodone
-76.8843,40.2752,2015,4,"Dauphin, Pennsylvania",Acetyl fentanyl
-76.8843,40.2752,2015,30,"Dauphin, Pennsylvania",Fentanyl
-76.8843,40.2752,2015,55,"Dauphin, Pennsylvania",Oxycodone
-76.8843,40.2752,2015,1,"Dauphin, Pennsylvania",Oxymorphone
-86.9805,37.7892,2015,16,"Daviess, Kentucky",Oxycodone
-84.2855,41.3259,2015,164,"Defiance, Ohio",Heroin
-83.08,40.1679,2015,7,"Delaware, Ohio",Codeine
-75.4338,39.894,2015,929,"Delaware, Pennsylvania",Heroin
-75.4338,39.894,2015,1,"Delaware, Pennsylvania",Propoxyphene
-82.3763,37.1026,2015,16,"Dickenson, Virginia",Oxycodone
-82.3763,37.1026,2015,1,"Dickenson, Virginia",Oxymorphone
-77.7219,36.9853,2015,5,"Dinwiddie, Virginia",Hydrocodone
-77.7219,36.9853,2015,1,"Dinwiddie, Virginia",Tramadol
-79.8333,42.2134,2015,13,"Erie, Pennsylvania",Buprenorphine
-79.8333,42.2134,2015,2,"Erie, Pennsylvania",Codeine
-77.1579,38.8514,2015,10,"Fairfax, Virginia",Hydromorphone
-82.5446,39.8426,2015,6,"Fairfield, Ohio",Morphine
-77.6661,38.6355,2015,35,"Fauquier, Virginia",Oxycodone
-77.6661,38.6355,2015,2,"Fauquier, Virginia",Oxymorphone
-84.5255,38.1059,2015,18,"Fayette, Kentucky",Buprenorphine
-84.5255,38.1059,2015,1,"Fayette, Kentucky",Propoxyphene
-83.5564,39.6522,2015,4,"Fayette, Ohio",Hydrocodone
-83.5564,39.6522,2015,2,"Fayette, Ohio",Morphine
-79.5872,40.0903,2015,24,"Fayette, Pennsylvania",Fentanyl
-79.5872,40.0903,2015,218,"Fayette, Pennsylvania",Heroin
-79.5872,40.0903,2015,5,"Fayette, Pennsylvania",Methadone
-80.2045,37.0379,2015,1,"Floyd, Virginia",Methadone
-83.0703,39.8665,2015,21,"Franklin, Ohio",Methadone
-77.515,39.7243,2015,109,"Franklin, Pennsylvania",Heroin
-79.9917,36.8293,2015,1,"Franklin, Virginia",Buprenorphine
-79.9917,36.8293,2015,24,"Franklin, Virginia",Hydrocodone
-79.9917,36.8293,2015,2,"Franklin, Virginia",Heroin
-83.9053,41.7113,2015,2,"Fulton, Ohio",Buprenorphine
-83.9053,41.7113,2015,1,"Fulton, Ohio",Codeine
-82.1463,38.8862,2015,19,"Gallia, Ohio",Hydrocodone
-82.1463,38.8862,2015,2,"Gallia, Ohio",Tramadol
-81.0591,41.3722,2015,2,"Geauga, Ohio",Hydromorphone
-80.8576,37.373,2015,5,"Giles, Virginia",Buprenorphine
-84.5966,38.7326,2015,1,"Grant, Kentucky",Hydromorphone
-79.3662,39.2711,2015,18,"Grant, West Virginia",Heroin
-79.3662,39.2711,2015,2,"Grant, West Virginia",Oxycodone
-88.5692,36.5603,2015,11,"Graves, Kentucky",Oxycodone
-78.1745,39.1734,2014,2,"Winchester (city), Virginia",Oxycodone
-82.7774,36.8615,2014,84,"Wise, Virginia",Hydrocodone
-82.7774,36.8615,2014,2,"Wise, Virginia",Tramadol
-83.5166,37.8301,2014,2,"Wolfe, Kentucky",Buprenorphine
-83.5166,37.8301,2014,1,"Wolfe, Kentucky",Morphine
-83.3836,40.95,2014,1,"Wyandot, Ohio",Tramadol
-76.0457,41.6119,2014,9,"Wyoming, Pennsylvania",Oxycodone
-81.4179,37.7154,2014,5,"Wyoming, West Virginia",Oxycodone
-81.192,36.8862,2014,2,"Wythe, Virginia",Fentanyl
-76.5841,39.9163,2014,4,"York, Pennsylvania",Codeine
-76.5841,39.9163,2014,720,"York, Pennsylvania",Heroin
-83.4713,38.8559,2015,95,"Adams, Ohio",Heroin
-77.1569,39.8826,2015,1,"Adams, Pennsylvania",Methadone
-78.5222,38.041,2015,2,"Albemarle, Virginia",Hydromorphone
-78.5222,38.041,2015,1,"Albemarle, Virginia",Methorphan
-77.0861,38.8184,2015,3,"Alexandria (city), Virginia",Heroin
-79.9795,37.8865,2015,3,"Alleghany, Virginia",Fentanyl
